Year,Month,Day,Hour,Minute,v_meas,rh,T_C,p_meas,turbine_power_kw,v_std
2009,5,20,21,30,6.55,34.78,25.6,99250,926.6907556247684,6.417438669790484
2009,5,20,22,30,6.82,36.24,25.59,99230,1014.6839476416628,6.681195738931021
2009,5,20,23,30,7.45,41.71,25.26,99180,1229.4106390608138,7.298406544765747
2009,5,21,0,30,6.88,60.53,24.61,99160,1034.407351800262,6.73987015261122
2009,5,21,1,30,11.51,53.53,23.95,99140,2020.6908122098841,11.287200602957242
2009,5,21,2,30,12.03,54.51,23.35,99140,2025.0000000000002,11.805515112773767
2009,5,21,3,30,12.26,59.27,22.53,99150,2025.0000000000002,12.041907083990228
2009,5,21,4,30,11.77,56.61,22.92,99160,2025.0000000000002,11.556462892781513
2009,5,21,5,30,10.78,55.620000000000005,22.55,99170,1986.6489762760684,10.590035966246456
2009,5,21,6,30,9.17,65.33,21.95,99200,1762.2190690382806,9.013102542885635
2009,5,21,7,30,7.5,69.74,20.09,99260,1262.246644661552,7.38950379986559
2009,5,21,8,30,6.99,69.62,18.48,99300,1088.9073459387355,6.9020001366614165
2009,5,21,9,30,5.57,71.37,17.81,99330,641.3477318058816,5.5048306032895615
2009,5,21,10,30,6.54,74.58,17.42,99350,942.8093672535858,6.466573288381606
2009,5,21,11,30,5.3500000000000005,77.32000000000001,16.56,99370,581.1544551576486,5.295703199991823
2009,5,21,12,30,3.52,66.96000000000001,16.55,99430,145.53932813613713,3.4858909144205996
2009,5,21,13,30,1.57,65.69,17.85,99430,0.0,1.5523055164065103
2009,5,21,14,30,1.73,60.15,20.52,99440,0.0,1.7051227197037009
2009,5,21,15,30,2.11,55.33,22.75,99420,0.0,2.0740729345714795
2009,5,21,16,30,3.54,48.01,24.0,99390,143.76250475101946,3.4749228688334535
2009,5,21,17,30,3.66,44.52,24.79,99340,165.50998109303467,3.5891155509853094
2009,5,21,18,30,2.92,42.21,25.39,99310,48.291307473901185,2.8613266552480447
2009,5,21,19,30,2.87,39.09,25.97,99250,41.4511594488793,2.810147096512378
2009,5,21,20,30,3.27,37.08,26.57,99220,99.13355981598295,3.1994355544196478
2009,5,21,21,30,3.31,38.07,26.85,99190,105.21958483558302,3.2370036100961914
2009,5,21,22,30,1.34,45.06,26.95,99180,0.0,1.309829733320644
2009,5,21,23,30,1.06,41.66,27.01,99150,0.0,1.0361129202743933
2009,5,22,0,30,2.6,59.94,26.81,99150,5.337343940616594,2.539935233375358
2009,5,22,1,30,2.39,62.21,26.49,99150,0.0,2.33550039713928
2009,5,22,2,30,2.28,78.91,24.85,99170,0.0,2.2313104139245787
2009,5,22,3,30,2.98,80.47,24.21,99180,55.96235999306078,2.9187232322713115
2009,5,22,4,30,2.24,84.53,22.62,99180,0.0,2.198176143292834
2009,5,22,5,30,2.95,83.95,22.15,99190,53.0393564240688,2.8968526481411807
2009,5,22,6,30,2.5,87.16,21.59,99210,0.0,2.45665649786657
2009,5,22,7,30,2.46,90.39,21.13,99230,0.0,2.4187154147509675
2009,5,22,8,30,2.07,91.8,20.38,99250,0.0,2.03730904839888
2009,5,22,9,30,1.29,92.34,20.19,99250,0.0,1.2699223419273478
2009,5,22,10,30,1.36,93.1,19.77,99290,0.0,1.3397199470808299
2009,5,22,11,30,0.95,93.94,19.62,99300,0.0,0.9360260997560831
2009,5,22,12,30,1.09,85.04,19.23,99320,0.0,1.074859912093302
2009,5,22,13,30,0.18,77.17,20.33,99320,0.0,0.17728998914402025
2009,5,22,14,30,1.57,70.37,21.87,99330,0.0,1.5437112175562029
2009,5,22,15,30,0.86,59.83,23.72,99310,0.0,0.8438799382907831
2009,5,22,16,30,1.34,53.870000000000005,24.98,99290,0.0,1.3130245397259572
2009,5,22,17,30,2.77,43.67,26.33,99230,28.109504388217456,2.7103217687109424
2009,5,22,18,30,1.8,45.03,26.83,99190,0.0,1.7597945283881555
2009,5,22,19,30,2.15,42.75,27.27,99140,0.0,2.100705055750076
2009,5,22,20,30,4.05,45.7,27.42,99100,238.18602554943007,3.9553339659835225
2009,5,22,21,30,1.54,39.13,28.04,99050,0.0,1.5030767379838657
2009,5,22,22,30,3.04,38.67,28.18,99020,62.33066598257992,2.9663723605131307
2009,5,22,23,30,2.97,49.96,27.28,98990,53.383175685429215,2.8994251828314943
2009,5,23,0,30,6.19,60.52,25.84,99000,806.5509850768369,6.051214708357985
2009,5,23,1,30,7.0600000000000005,76.93,25.59,98990,1087.862635155335,6.898892265819827
2009,5,23,2,30,6.03,75.87,26.7,99010,755.1361030750531,5.884504848431942
2009,5,23,3,30,6.36,77.33,25.67,99020,860.1968438827081,6.214744227656479
2009,5,23,4,30,5.8500000000000005,80.4,23.67,98990,708.8517390945094,5.730069199514546
2009,5,23,5,30,4.13,87.56,22.09,98990,259.63318061282905,4.052660308067918
2009,5,23,6,30,2.09,88.07000000000001,22.33,99010,0.0,2.050319541360524
2009,5,23,7,30,2.4,89.16,20.83,99040,0.0,2.359220902063818
2009,5,23,8,30,4.11,92.49,21.49,99040,255.7084132952438,4.0362352512879
2009,5,23,9,30,3.47,93.6,20.74,99050,133.42023227200607,3.4110816806913955
2009,5,23,10,30,4.15,87.56,20.24,99100,267.04028917021026,4.083658879138775
2009,5,23,11,30,7.37,80.71000000000001,21.17,99120,1210.336998411692,7.245490354866672
2009,5,23,12,30,4.26,81.85000000000001,21.68,99130,291.3162914545535,4.18525336453046
2009,5,23,13,30,2.35,90.01,21.79,99140,0.0,2.307885376805821
2009,5,23,14,30,2.12,68.48,22.7,99130,0.0,2.08102638016363
2009,5,23,15,30,4.53,69.04,22.46,99130,354.098012101679,4.447993354683737
2009,5,23,16,30,4.3100000000000005,62.52,23.42,99090,301.3492597908827,4.227241095588544
2009,5,23,17,30,4.03,54.870000000000005,24.68,99030,236.47656119226664,3.9467198850706304
2009,5,23,18,30,1.4,51.46,25.75,98950,0.0,1.3690612530714128
2009,5,23,19,30,3.58,66.7,23.85,98930,149.1925930192749,3.5068913732389766
2009,5,23,20,30,5.96,76.06,21.79,98920,745.2605638766505,5.851553433021857
2009,5,23,21,30,2.84,62.97,23.8,98860,37.67751084772983,2.7819117908546938
2009,5,23,22,30,2.63,65.53,23.94,98840,10.067034080367332,2.5753238614318543
2009,5,23,23,30,3.65,63.97,24.53,98870,162.11711759741172,3.572018733169119
2009,5,24,0,30,4.38,73.94,24.12,98840,315.5253989931976,4.286567897021124
2009,5,24,1,30,2.39,87.12,23.5,98810,0.0,2.339503071199442
2009,5,24,2,30,2.79,91.24,23.06,98830,31.062047194472004,2.732413372199566
2009,5,24,3,30,2.1,93.03,22.46,98850,0.0,2.0583003294584064
2009,5,24,4,30,0.88,93.42,22.3,98800,0.0,0.8625501432997924
2009,5,24,5,30,1.22,93.08,22.54,98780,0.0,1.1953605079410645
2009,5,24,6,30,3.5,96.22,20.71,98800,137.70036970006973,3.437502282099196
2009,5,24,7,30,3.42,96.33,21.16,98810,124.66477600163336,3.35703565433107
2009,5,24,8,30,2.8000000000000003,94.03,21.97,98820,32.852142358625535,2.7458072754105913
2009,5,24,9,30,1.47,94.24,22.33,98790,0.0,1.4407034081050818
2009,5,24,10,30,0.71,94.44,22.72,98810,0.0,0.6955319735042531
2009,5,24,11,30,4.82,91.87,19.84,98810,428.76858375577325,4.7401372830083845
2009,5,24,12,30,5.24,87.79,19.88,98810,540.2742542216148,5.153535921480142
2009,5,24,13,30,1.9,79.63,21.39,98830,0.0,1.865598723406612
2009,5,24,14,30,2.37,69.24,23.73,98830,0.0,2.320945444179881
2009,5,24,15,30,4.19,56.92,25.7,98810,269.69430040774444,4.09476585230276
2009,5,24,16,30,4.83,52.02,26.49,98780,422.53023493422944,4.716069579221564
2009,5,24,17,30,4.88,49.57,27.08,98730,434.20371002254836,4.761106134346251
2009,5,24,18,30,6.17,46.44,27.65,98630,794.4271991899825,6.014257580216377
2009,5,24,19,30,6.59,43.69,28.24,98560,926.9753705384594,6.418306265930374
2009,5,24,20,30,7.05,45.49,28.49,98510,1075.60278988072,6.862420912927918
2009,5,24,21,30,7.81,41.33,28.83,98480,1339.274900457476,7.599838702247654
2009,5,24,22,30,5.18,83.85000000000001,22.96,98550,516.3301345322581,5.070266508545498
2009,5,24,23,30,4.79,77.08,23.66,98520,414.4622744181049,4.684943188341454
2009,5,25,0,30,0.52,80.35000000000001,23.58,98490,0.0,0.5085333770060546
2009,5,25,1,30,4.64,87.11,23.23,98530,376.6975325239881,4.539245881651189
2009,5,25,2,30,5.88,86.02,21.85,98490,718.4764850900037,5.762183800767446
2009,5,25,3,30,4.72,92.28,21.18,98450,399.67709463340236,4.627901599665904
2009,5,25,4,30,5.13,90.53,20.91,98460,505.36721773735474,5.032141254520448
2009,5,25,5,30,9.19,85.36,21.16,98460,1762.2466515001663,9.013247446809384
2009,5,25,6,30,7.66,89.41,20.48,98480,1309.112659563598,7.518887975210944
2009,5,25,7,30,9.08,92.02,20.31,98460,1739.0281239465114,8.913384071757736
2009,5,25,8,30,7.94,91.21,19.95,98450,1413.0733339106569,7.797902130731768
2009,5,25,9,30,8.44,92.36,19.22,98430,1578.2895009896479,8.296014818072914
2009,5,25,10,30,7.390000000000001,92.56,19.27,98470,1217.154164277533,7.264403285552873
2009,5,25,11,30,7.04,92.95,19.19,98450,1095.1344479678005,6.920524908427191
2009,5,25,12,30,6.72,92.11,18.79,98440,990.5280151742681,6.6093351633921404
2009,5,25,13,30,6.53,91.36,19.09,98450,927.6324841493628,6.420309355736512
2009,5,25,14,30,5.19,93.23,19.37,98450,525.0754580928815,5.100679736021149
2009,5,25,15,30,5.76,89.0,20.48,98430,685.7531082289329,5.65299669078723
2009,5,25,16,30,5.55,83.37,21.76,98380,622.0365978438593,5.437877231242773
2009,5,25,17,30,4.59,75.12,23.35,98330,363.7884556807055,4.488547627874892
2009,5,25,18,30,7.2,70.06,24.61,98250,1132.2577818453258,7.028874412110766
2009,5,25,19,30,7.74,83.18,22.38,98200,1329.2355699138984,7.572894712597687
2009,5,25,20,30,8.24,71.79,23.97,98080,1502.2125948636387,8.04555586786383
2009,5,25,21,30,8.31,71.31,23.78,98040,1523.2835988642382,8.114925428359632
2009,5,25,22,30,8.4,70.8,24.22,98030,1548.5329460887074,8.198050851320847
2009,5,25,23,30,7.7,74.61,22.92,97990,1311.525521982001,7.525363719758457
2009,5,26,0,30,9.06,76.89,22.22,98010,1726.8479926836974,8.862410515520809
2009,5,26,1,30,10.63,85.27,20.8,98060,1971.287330424994,10.416207868541326
2009,5,26,2,30,7.32,94.96,19.87,98130,1187.1198767629082,7.181078864649488
2009,5,26,3,30,6.99,96.03,19.44,98110,1074.9671039322952,6.860529834693724
2009,5,26,4,30,7.69,95.93,19.65,98070,1318.6442426838103,7.544469250359126
2009,5,26,5,30,8.4,95.37,19.7,98020,1561.036694104137,8.23921545384078
2009,5,26,6,30,8.0,96.79,19.84,98020,1430.6568159305066,7.845093440500555
2009,5,26,7,30,8.88,95.73,19.76,98030,1690.3210056946386,8.709545953942827
2009,5,26,8,30,8.42,95.83,19.19,98010,1568.5562374928197,8.263971152239735
2009,5,26,9,30,7.56,97.29,18.87,98000,1274.12616766431,7.422461278025551
2009,5,26,10,30,7.37,97.0,18.84,98020,1207.1895650615534,7.236758399393961
2009,5,26,11,30,6.54,97.25,18.58,98030,928.8858428095989,6.424129988750492
2009,5,26,12,30,5.95,95.53,19.02,98030,742.2460449144531,5.841494978026203
2009,5,26,13,30,5.66,92.39,19.43,98040,656.2323980214827,5.5544958225608365
2009,5,26,14,30,5.44,85.86,21.05,98020,590.4481461693501,5.328023460856721
2009,5,26,15,30,6.74,80.84,22.14,98010,984.9658173690405,6.592788390209848
2009,5,26,16,30,7.94,78.26,22.67,98000,1399.5756161732018,7.761676371908754
2009,5,26,17,30,7.82,73.31,23.62,97930,1352.2049240328,7.634540858917874
2009,5,26,18,30,8.76,66.76,24.8,97850,1649.6008468870716,8.539133069207246
2009,5,26,19,30,7.640000000000001,85.06,22.46,97800,1288.9279387584647,7.46352597796772
2009,5,26,20,30,3.6,92.76,20.13,97830,153.19814952445464,3.5270755833935734
2009,5,26,21,30,5.58,85.66,22.08,97820,626.6967382801417,5.4540835968706025
2009,5,26,22,30,3.34,82.49,21.64,97760,109.9468270161399,3.2661841173835797
2009,5,26,23,30,2.63,80.55,22.87,97820,9.150417772761749,2.568465527667503
2009,5,27,0,30,2.4,95.71,21.5,97850,0.0,2.347078188497062
2009,5,27,1,30,3.0500000000000003,97.06,21.87,97820,64.26363966165827,2.9808353135926544
2009,5,27,2,30,4.23,99.03,21.36,97820,279.6935369864649,4.136612416766959
2009,5,27,3,30,6.53,97.3,21.26,97840,916.8652486480902,6.387487421576254
2009,5,27,4,30,6.86,94.26,21.85,97840,1022.9263048373914,6.705715617543928
2009,5,27,5,30,7.28,95.27,21.18,97830,1165.8621202751592,7.122103260577497
2009,5,27,6,30,7.930000000000001,96.42,20.52,97850,1400.8243956365434,7.765027900259107
2009,5,27,7,30,7.26,97.86,20.36,97870,1161.7301255002963,7.110639826606453
2009,5,27,8,30,5.68,98.3,19.23,97890,661.4064028947816,5.571759769418691
2009,5,27,9,30,3.72,99.64,18.23,97900,178.36684076749881,3.6539019439027403
2009,5,27,10,30,2.64,99.28,18.18,97960,12.539211044471164,2.593821257347334
2009,5,27,11,30,3.3200000000000003,99.18,18.22,97990,109.28518325354835,3.2620998966268417
2009,5,27,12,30,3.53,99.12,17.78,97990,143.0371466996277,3.4704453499977017
2009,5,27,13,30,2.48,97.44,17.53,98040,0.0,2.4394826550305737
2009,5,27,14,30,3.38,89.3,18.83,98050,118.66463323252675,3.3199977360032515
2009,5,27,15,30,3.74,81.06,20.33,98060,181.0647364311326,3.6674967822178512
2009,5,27,16,30,2.31,77.53,21.93,98040,0.0,2.2606499640966637
2009,5,27,17,30,3.16,72.13,23.36,98040,80.98248796481471,3.0873919010173747
2009,5,27,18,30,3.51,68.57000000000001,24.4,97970,135.58072587300632,3.4244180609444834
2009,5,27,19,30,3.53,66.42,25.12,97890,138.12250039493267,3.440108027129214
2009,5,27,20,30,2.73,62.53,25.61,97850,21.23492300010168,2.65888457164311
2009,5,27,21,30,3.43,66.61,25.21,97800,122.10094251133312,3.341209521674896
2009,5,27,22,30,8.9,93.07,20.01,97900,1693.560323080244,8.723102419251909
2009,5,27,23,30,6.8100000000000005,90.32,18.49,98000,1017.8875258371786,6.690725943290729
2009,5,28,0,30,7.31,91.09,19.24,97880,1183.7945887544574,7.171853485239166
2009,5,28,1,30,3.96,94.28,19.02,97850,224.3320593737053,3.8855231009005053
2009,5,28,2,30,5.68,93.99,19.34,97880,661.3166767684833,5.571460382944555
2009,5,28,3,30,8.33,87.81,19.59,97910,1540.1578487512916,8.170478514407543
2009,5,28,4,30,7.27,87.21000000000001,18.37,97940,1173.3659817254047,7.142921297615215
2009,5,28,5,30,7.78,87.25,17.240000000000002,97970,1360.179037393828,7.65594212934468
2009,5,28,6,30,7.12,90.41,16.22,97980,1127.3928948057026,7.0153777078809885
2009,5,28,7,30,6.6000000000000005,90.71,15.27,98030,957.8253784516445,6.5120493186126565
2009,5,28,8,30,7.71,90.98,14.66,98040,1344.3431043563753,7.61344096714003
2009,5,28,9,30,7.96,89.99,14.2,98080,1438.5184238825661,7.866192764043387
2009,5,28,10,30,6.42,90.72,13.91,98120,903.7382254656577,6.347472109329851
2009,5,28,11,30,7.59,86.93,13.3,98140,1306.2464554685796,7.511195532658561
2009,5,28,12,30,6.79,85.31,12.76,98210,1029.7255096517154,6.72594231638172
2009,5,28,13,30,5.55,85.33,12.59,98230,639.6706737857648,5.49920248230139
2009,5,28,14,30,4.25,86.72,12.91,98260,297.15912188726156,4.209705469291741
2009,5,28,15,30,4.83,88.68,12.28,98300,441.31103983950413,4.788526388269692
2009,5,28,16,30,3.81,91.92,12.37,98320,202.7722779594531,3.776882227056957
2009,5,28,17,30,3.52,87.83,13.16,98340,145.62034503171992,3.4863910187143206
2009,5,28,18,30,2.5,81.95,14.74,98330,0.0,2.4713644601767144
2009,5,28,19,30,0.65,79.09,15.67,98300,0.0,0.6417708163798631
2009,5,28,20,30,1.03,75.61,18.18,98260,0.0,1.0136700014284798
2009,5,28,21,30,4.64,65.02,20.06,98260,381.28971270243085,4.5569626261667855
2009,5,28,22,30,7.42,65.69,20.14,98260,1225.0574820163836,7.286329538122856
2009,5,28,23,30,6.9,62.84,20.44,98270,1045.8682574430745,6.773964770022533
2009,5,29,0,30,7.59,74.04,19.6,98310,1286.856085796081,7.457778015802694
2009,5,29,1,30,7.3,81.93,19.56,98330,1183.8560993085496,7.1720241345777485
2009,5,29,2,30,6.57,85.65,19.44,98360,939.2689176205943,6.455780879806719
2009,5,29,3,30,5.3500000000000005,85.26,19.08,98380,570.8468015880399,5.259856726092992
2009,5,29,4,30,4.66,87.52,18.72,98390,388.163243922213,4.583480879329525
2009,5,29,5,30,3.46,91.36,17.25,98430,133.21006354008867,3.4097843428400534
2009,5,29,6,30,2.66,92.74,16.66,98470,16.527831382451208,2.623665030919949
2009,5,29,7,30,2.91,94.05,16.330000000000002,98510,49.687980678444625,2.8717768849864918
2009,5,29,8,30,2.8000000000000003,94.3,15.67,98560,35.55578837807342,2.7660365759676275
2009,5,29,9,30,3.06,96.2,15.52,98570,70.62250754730702,3.0234414046130063
2009,5,29,10,30,3.7,95.16,15.24,98620,179.14575985199045,3.657826958185893
2009,5,29,11,30,3.09,94.51,14.89,98660,75.99738938554923,3.0566196875651186
2009,5,29,12,30,2.67,86.59,14.62,98710,19.108254155866206,2.642972346845239
2009,5,29,13,30,2.08,79.22,16.14,98760,0.0,2.0556483982411886
2009,5,29,14,30,1.74,70.91,17.94,98770,0.0,1.7161250202617482
2009,5,29,15,30,2.12,65.03,19.11,98790,0.0,2.088310337471765
2009,5,29,16,30,2.77,60.08,20.33,98780,30.035568134100817,2.724733020083059
2009,5,29,17,30,2.81,57.04,21.48,98750,34.762527713400374,2.7601012174590376
2009,5,29,18,30,3.52,52.77,22.68,98740,140.16648984561243,3.4527252459605706
2009,5,29,19,30,3.71,50.43,23.68,98700,174.4979193317483,3.6344062450579404
2009,5,29,20,30,3.71,47.0,24.55,98680,173.77040219568116,3.630740247899628
2009,5,29,21,30,3.88,46.44,25.12,98650,206.19791743605893,3.7941442047672407
2009,5,29,22,30,4.12,45.85,25.52,98620,253.3914824555554,4.026538951477528
2009,5,29,23,30,3.72,50.16,25.69,98580,174.356485686046,3.6336935534696195
2009,5,30,0,30,3.35,68.65,25.67,98590,110.54941082477367,3.2699037705232943
2009,5,30,1,30,2.36,76.89,22.97,98580,0.0,2.3107931088575535
2009,5,30,2,30,5.66,87.7,23.08,98560,651.48044968662,5.538640139094494
2009,5,30,3,30,0.96,90.09,21.65,98540,0.0,0.9410433604723653
2009,5,30,4,30,1.33,91.66,20.81,98520,0.0,1.305020766153292
2009,5,30,5,30,2.85,90.0,21.14,98510,39.468951141576376,2.7953157586350645
2009,5,30,6,30,2.01,91.55,19.31,98530,0.0,1.9761978749942686
2009,5,30,7,30,2.24,91.98,18.51,98540,0.0,2.204674630377505
2009,5,30,8,30,1.74,94.57,18.13,98510,0.0,1.7131118960243719
2009,5,30,9,30,2.41,95.17,17.490000000000002,98510,0.0,2.3746998895520304
2009,5,30,10,30,3.23,94.72,17.68,98490,96.2639934063437,3.18172218152064
2009,5,30,11,30,2.95,95.64,17.06,98480,54.5405282911506,2.9080847608765477
2009,5,30,12,30,3.17,84.76,16.6,98480,87.50507935776255,3.127654810850386
2009,5,30,13,30,4.19,79.35000000000001,18.07,98400,277.0871400055384,4.1257047081211065
2009,5,30,14,30,2.89,74.79,18.91,98440,45.88864957449837,2.843349416943497
2009,5,30,15,30,2.09,67.06,21.23,98410,0.0,2.050486091102889
2009,5,30,16,30,3.35,59.94,23.5,98370,111.80043288919443,3.2776261289456445
2009,5,30,17,30,6.9,46.37,26.23,98260,1030.8113159054537,6.729172440593347
2009,5,30,18,30,9.6,44.71,27.34,98210,1826.0871274744927,9.348632138032531
2009,5,30,19,30,11.12,41.34,28.37,98160,2002.1413694828577,10.815052570557121
2009,5,30,20,30,11.2,40.72,29.01,98130,2006.85730453163,10.883548359210309
2009,5,30,21,30,10.36,39.28,29.69,98110,1932.2251147259765,10.058985959999784
2009,5,30,22,30,11.52,38.85,29.66,98120,2018.6482397823336,11.186332828757196
2009,5,30,23,30,10.27,46.76,28.82,98140,1922.8550942641527,9.979401017736528
2009,5,31,0,30,9.4,60.4,27.72,98200,1786.825698878695,9.142372991219831
2009,5,31,1,30,10.09,76.81,26.69,98260,1900.4119181320864,9.821071732854223
2009,5,31,2,30,12.34,67.06,25.2,98310,2025.0000000000002,12.041522996512349
2009,5,31,3,30,12.61,68.33,24.09,98360,2025.0000000000002,12.323983852776413
2009,5,31,4,30,9.23,70.32000000000001,21.63,98430,1769.3459839289383,9.050543650795577
2009,5,31,5,30,8.8,70.01,20.24,98500,1675.2109339451936,8.646310667274298
2009,5,31,6,30,10.12,75.10000000000001,19.1,98580,1919.9481300990115,9.958893334031826
2009,5,31,7,30,9.05,80.31,17.78,98630,1740.8931301642026,8.921189077899989
2009,5,31,8,30,7.96,82.06,16.59,98690,1436.1728310394972,7.8598975604924775
2009,5,31,9,30,6.96,84.03,15.84,98740,1081.4808722360754,6.879907399185111
2009,5,31,10,30,6.67,84.14,16.04,98800,984.9984772037636,6.592885548724568
2009,5,31,11,30,6.0600000000000005,75.86,15.9,98820,787.5218341543753,5.992565345860444
2009,5,31,12,30,3.26,66.23,15.63,98860,103.43184566541994,3.225968183119876
2009,5,31,13,30,1.36,59.75,16.31,98890,0.0,1.345001554660468
2009,5,31,14,30,1.1,46.28,18.45,98900,0.0,1.0854121169612196
2009,5,31,15,30,1.78,40.87,19.67,98890,0.0,1.753995903261374
2009,5,31,16,30,1.78,35.17,20.82,98850,0.0,1.7516282413674322
2009,5,31,17,30,1.26,31.37,21.97,98830,0.0,1.2382790424261274
2009,5,31,18,30,1.39,28.72,23.19,98780,0.0,1.3639503877198031
2009,5,31,19,30,1.61,30.93,24.26,98710,0.0,1.5773117030557489
2009,5,31,20,30,2.58,27.17,25.33,98680,3.278408410179019,2.5245298047899665
2009,5,31,21,30,3.33,29.55,26.03,98620,108.08798154824751,3.254709762643503
2009,5,31,22,30,3.15,29.51,26.48,98580,79.25356723309203,3.0767195508215557
2009,5,31,23,30,4.91,39.06,26.39,98540,442.6300704767661,4.793615241036906
2009,6,1,0,30,7.12,51.9,26.47,98500,1103.5778572886236,6.945642889450017
2009,6,1,1,30,8.69,53.39,26.18,98450,1633.6486491751136,8.47826715777815
2009,6,1,2,30,9.23,48.83,25.89,98430,1761.5391667924382,9.009530689742254
2009,6,1,3,30,9.85,61.34,24.65,98410,1872.4790507558812,9.624014467413623
2009,6,1,4,30,10.48,66.29,23.52,98370,1953.2105610045728,10.250896762730433
2009,6,1,5,30,10.21,73.88,23.09,98370,1924.2865478668534,9.989499455850817
2009,6,1,6,30,9.55,80.16,22.41,98390,1826.4454219589925,9.35051443109531
2009,6,1,7,30,9.16,81.10000000000001,22.34,98430,1752.6539254401116,8.970407723122458
2009,6,1,8,30,10.34,83.82000000000001,22.01,98450,1939.9989072705785,10.130076884047353
2009,6,1,9,30,9.86,83.84,21.64,98500,1878.4478182595956,9.666122174670868
2009,6,1,10,30,9.24,85.26,21.26,98530,1771.774107115727,9.063299748440908
2009,6,1,11,30,7.95,87.71000000000001,20.11,98550,1417.4256615087759,7.809583095836757
2009,6,1,12,30,7.12,70.65,20.81,98600,1119.4402100684538,6.992831206510348
2009,6,1,13,30,3.48,62.14,22.6,98630,133.47611489145393,3.4114266351324316
2009,6,1,14,30,5.22,55.3,24.58,98610,526.4312233827196,5.105394621397043
2009,6,1,15,30,6.47,49.28,26.59,98620,892.7361948262104,6.313934445438837
2009,6,1,16,30,7.29,42.86,28.12,98590,1158.663168428431,7.1021311372685
2009,6,1,17,30,7.23,36.77,29.22,98590,1134.9664222786528,7.036389020054522
2009,6,1,18,30,7.03,33.36,30.0,98570,1066.7471323759557,6.836076550278017
2009,6,1,19,30,6.99,32.46,30.58,98550,1052.0370814156227,6.792316172588494
2009,6,1,20,30,7.4,32.4,30.99,98520,1189.0626294111041,7.186468662536008
2009,6,1,21,30,9.21,29.03,31.37,98500,1745.7038358394173,8.94132176538781
2009,6,1,22,30,8.2,31.89,31.45,98480,1472.7765534915925,7.958136214416512
2009,6,1,23,30,7.47,37.21,31.28,98450,1211.292875264642,7.248142253473829
2009,6,2,0,30,9.68,51.02,31.01,98430,1833.4740109696334,9.387438985918745
2009,6,2,1,30,9.0,49.82,30.14,98450,1697.3011044356788,8.738757499207695
2009,6,2,2,30,11.63,50.33,29.65,98500,2020.9699433256044,11.300984855585396
2009,6,2,3,30,11.83,53.69,27.66,98550,2025.0000000000002,11.52412020369973
2009,6,2,4,30,13.21,57.13,27.05,98540,2025.0000000000002,12.87582657673845
2009,6,2,5,30,10.95,62.0,25.71,98620,1993.6527306668559,10.69176079399936
2009,6,2,6,30,9.14,74.75,24.72,98670,1743.6253261990983,8.932623252559523
2009,6,2,7,30,6.62,82.79,21.44,98750,952.8815492059628,6.497276479823084
2009,6,2,8,30,4.38,89.69,21.1,98760,318.7087257544291,4.299890042914539
2009,6,2,9,30,0.77,91.65,21.25,98770,0.0,0.7557457665738402
2009,6,2,10,30,1.02,93.73,20.74,98790,0.0,1.0017911274465754
2009,6,2,11,30,1.68,95.83,21.03,98790,0.0,1.6492679459087856
2009,6,2,12,30,2.66,82.08,21.13,98820,15.024916357899698,2.612419875479983
2009,6,2,13,30,1.61,67.97,22.65,98860,0.0,1.5790845094691728
2009,6,2,14,30,2.66,59.44,24.36,98860,13.913672241428518,2.6041052917428247
2009,6,2,15,30,2.65,56.72,25.91,98860,11.967815585722336,2.5895459452728944
2009,6,2,16,30,3.58,51.03,27.22,98830,146.71055004693116,3.493120679302044
2009,6,2,17,30,3.61,44.87,28.21,98810,151.56810962155924,3.518861726488079
2009,6,2,18,30,7.85,47.29,27.25,98810,1361.698262310185,7.660019490902268
2009,6,2,19,30,5.0600000000000005,40.47,29.07,98680,476.9339672806252,4.925960521915992
2009,6,2,20,30,3.53,41.15,28.71,98600,137.6109916071286,3.4369505654761023
2009,6,2,21,30,3.02,40.96,29.13,98570,58.62021661752891,2.9386099260570813
2009,6,2,22,30,7.12,65.21000000000001,24.71,98720,1109.2078410473596,6.962391316517505
2009,6,2,23,30,3.4,73.06,24.25,98670,119.49163854751276,3.325102707083412
2009,6,3,0,30,1.95,74.74,23.29,98710,0.0,1.9095476973111343
2009,6,3,1,30,0.53,82.76,23.8,98740,0.0,0.5185586277774807
2009,6,3,2,30,4.66,79.24,24.61,98760,380.9110578331251,4.555501766331501
2009,6,3,3,30,5.2,88.03,21.1,98770,526.4151833738337,5.105338839762941
2009,6,3,4,30,4.73,92.47,19.8,98740,405.5815273925362,4.650681047039106
2009,6,3,5,30,3.43,94.33,19.66,98790,127.33004307523441,3.3734879202174963
2009,6,3,6,30,1.95,92.06,19.75,98800,0.0,1.917839952901772
2009,6,3,7,30,2.91,94.76,18.99,98800,48.73267117938754,2.8646290398757017
2009,6,3,8,30,4.87,93.97,18.41,98790,443.6742436962251,4.797643687099634
2009,6,3,9,30,4.94,93.29,18.1,98800,462.12400129371895,4.868823307460335
2009,6,3,10,30,4.45,91.68,17.66,98860,340.11392230537854,4.389470275393926
2009,6,3,11,30,5.66,86.56,16.47,98870,667.6192278063471,5.592489915937094
2009,6,3,12,30,6.51,88.11,15.14,98900,935.3239786813572,6.443755460086441
2009,6,3,13,30,6.68,91.29,14.13,98930,994.3870525374411,6.620815268592715
2009,6,3,14,30,6.13,92.99,13.8,98970,815.6246437591951,6.078874085533288
