Scenario,Class,SubClass,Resource,Model,Fips Code,County,State,Sqmi,Land Source,Price Offered,Production,Production Unit,Production Energy Content,Energy Content Unit,Production Density per Sq Mile,BTU/Ton,USDA Region
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,16051,Jefferson County,Idaho,1105.71,Crop,70,0,dt,0,BTU,0,15722000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19027,Carroll County,Iowa,570.28,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19101,Jefferson County,Iowa,436.88,Crop,70,59314,dt,9.32535E+11,BTU,135.77,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13221,Oglethorpe County,Georgia,442.04,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,16071,Oneida County,Idaho,1200.49,Crop,70,0,dt,0,BTU,0,15722000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,27111,Otter Tail County,Minnesota,2224.33,Crop,70,0,dt,0,BTU,0,14892000,Lake States
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,20079,Harvey County,Kansas,540.72,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,53071,Walla Walla County,Washington,1298.96,Crop,70,0,dt,0,BTU,0,14892000,Pacific
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,12023,Columbia County,Florida,801.32,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,01113,Russell County,Alabama,647.19,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,08001,Adams County,Colorado,1183.61,Crop,70,0,dt,0,BTU,0,15722000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19123,Mahaska County,Iowa,573.4,Crop,70,269100,dt,4.23079E+12,BTU,469.31,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,12001,Alachua County,Florida,968.81,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,01031,Coffee County,Alabama,680.5,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19045,Clinton County,Iowa,710.18,Crop,70,455502,dt,7.1614E+12,BTU,641.39,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,30101,Toole County,Montana,1945,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,16013,Blaine County,Idaho,2654.98,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,48389,Reeves County,Texas,2642.07,Crop,70,0,dt,0,BTU,0,14892000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,30063,Missoula County,Montana,2617.94,Crop,70,180,dt,2680560000,BTU,0.07,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18183,Whitley County,Indiana,337.91,Crop,70,104651,dt,1.64532E+12,BTU,309.7,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19041,Clay County,Iowa,572.59,Crop,70,310183,dt,4.8767E+12,BTU,541.72,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17071,Henderson County,Illinois,395.23,Crop,70,163815,dt,2.5755E+12,BTU,414.48,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,05037,Cross County,Arkansas,622.26,Crop,70,0,dt,0,BTU,0,15722000,Delta States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,01077,Lauderdale County,Alabama,719.6,Crop,70,35975,dt,5.65599E+11,BTU,49.99,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,31033,Cheyenne County,Nebraska,1196.12,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,27107,Norman County,Minnesota,876.73,Crop,70,0,dt,0,BTU,0,14892000,Lake States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18163,Vanderburgh County,Indiana,236.86,Crop,70,44023,dt,6.9213E+11,BTU,185.86,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,30039,Granite County,Montana,1732.78,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,38017,Cass County,North Dakota,1767.81,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,53073,Whatcom County,Washington,2164.09,Crop,70,0,dt,0,BTU,0,14892000,Pacific
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,40039,Custer County,Oklahoma,1002.03,Crop,70,0,dt,0,BTU,0,14892000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,06029,Kern County,California,8164.92,Crop,70,0,dt,0,BTU,0,14892000,Pacific
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,08001,Adams County,Colorado,1183.61,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19033,Cerro Gordo County,Iowa,575.12,Crop,70,640364,dt,1.00678E+13,BTU,1113.44,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,56029,Park County,Wyoming,6965.15,Crop,70,21387,dt,3.18495E+11,BTU,3.07,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,12013,Calhoun County,Florida,574.31,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,01065,Hale County,Alabama,656.5,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,30073,Pondera County,Montana,1641.57,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,16027,Canyon County,Idaho,603.7,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17073,Henry County,Illinois,825.69,Crop,70,898437,dt,1.41252E+13,BTU,1088.1,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,38087,Slope County,North Dakota,1219.51,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,08069,Larimer County,Colorado,2633.99,Crop,70,18081,dt,2.84269E+11,BTU,6.86,15722000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Oats straw,POLYSYS,19113,Linn County,Iowa,724.67,Crop,70,0,dt,0,BTU,0,14892000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18107,Montgomery County,Indiana,505.45,Crop,70,487290,dt,7.66117E+12,BTU,964.07,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,01079,Lawrence County,Alabama,717.2,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,16063,Lincoln County,Idaho,1205.84,Crop,70,6799,dt,1.06894E+11,BTU,5.64,15722000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,08009,Baca County,Colorado,2557.36,Crop,70,0,dt,0,BTU,0,15722000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,04027,Yuma County,Arizona,5518.96,Crop,70,0,dt,0,BTU,0,15722000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19133,Monona County,Iowa,698.93,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,16071,Oneida County,Idaho,1200.49,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13299,Ware County,Georgia,907.99,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17193,White County,Illinois,501.87,Crop,70,169014,dt,2.65724E+12,BTU,336.77,15722000,Corn Belt
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,17185,Wabash County,Illinois,227.56,Pasture,70,1918,dt,31953880000,BTU,8.43,16660000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,30045,Judith Basin County,Montana,1870.49,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13139,Hall County,Georgia,429.28,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,51097,King and Queen County,Virginia,320.08,Crop,70,0,dt,0,BTU,0,14892000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,56019,Johnson County,Wyoming,4174.6,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13201,Miller County,Georgia,283.66,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18071,Jackson County,Indiana,513.91,Crop,70,143997,dt,2.26392E+12,BTU,280.2,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,05119,Pulaski County,Arkansas,807.34,Crop,70,0,dt,0,BTU,0,15722000,Delta States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18113,Noble County,Indiana,417.43,Crop,70,120146,dt,1.88894E+12,BTU,287.82,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,38083,Sheridan County,North Dakota,1005.51,Crop,70,7331,dt,1.09173E+11,BTU,7.29,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,06019,Fresno County,California,6011.13,Crop,70,0,dt,0,BTU,0,15722000,Pacific
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,12033,Escambia County,Florida,665.45,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13273,Terrell County,Georgia,337.7,Crop,70,13086,dt,2.05738E+11,BTU,38.75,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13219,Oconee County,Georgia,186.37,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,01025,Clarke County,Alabama,1252.58,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19069,Franklin County,Iowa,582.52,Crop,70,492516,dt,7.74334E+12,BTU,845.49,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19023,Butler County,Iowa,581.76,Crop,70,563173,dt,8.85421E+12,BTU,968.05,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18081,Johnson County,Indiana,321.79,Crop,70,139500,dt,2.19322E+12,BTU,433.51,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,24025,Harford County,Maryland,441.37,Crop,70,4575,dt,68130900000,BTU,10.37,14892000,Northeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18029,Dearborn County,Indiana,307.41,Crop,70,2144,dt,33707968000,BTU,6.97,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13105,Elbert County,Georgia,374.22,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,31045,Dawes County,Nebraska,1400.98,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13291,Union County,Georgia,329.07,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18125,Pike County,Indiana,341.09,Crop,70,40572,dt,6.37873E+11,BTU,118.95,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,30049,Lewis and Clark County,Montana,3497.57,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19181,Warren County,Iowa,573.35,Crop,70,240578,dt,3.78237E+12,BTU,419.6,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17203,Woodford County,Illinois,542.59,Crop,70,305558,dt,4.80398E+12,BTU,563.15,15722000,Corn Belt
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,48151,Fisher County,Texas,901.76,Pasture,70,167645,dt,2.7534E+12,BTU,185.91,16424000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,30085,Roosevelt County,Montana,2369.5,Crop,70,969,dt,14430348000,BTU,0.41,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,16053,Jerome County,Idaho,602.53,Crop,70,0,dt,0,BTU,0,15722000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13179,Liberty County,Georgia,521.04,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,20019,Chautauqua County,Kansas,644.77,Crop,70,0,dt,0,BTU,0,15722000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,49003,Box Elder County,Utah,6729.08,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18069,Huntington County,Indiana,387.72,Crop,70,119022,dt,1.87126E+12,BTU,306.98,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13133,Greene County,Georgia,406.21,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,01125,Tuscaloosa County,Alabama,1351.24,Crop,70,3301,dt,51898322000,BTU,2.44,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,46075,Jones County,South Dakota,970.89,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19107,Keokuk County,Iowa,579.93,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,16037,Custer County,Idaho,4938.6,Crop,70,2291,dt,34117572000,BTU,0.46,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19111,Lee County,Iowa,538.89,Crop,70,152839,dt,2.40293E+12,BTU,283.62,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,16019,Bonneville County,Idaho,1900.29,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19007,Appanoose County,Iowa,516.25,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,01115,St. Clair County,Alabama,653.36,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18173,Warrick County,Indiana,391.05,Crop,70,35612,dt,5.59892E+11,BTU,91.07,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19071,Fremont County,Iowa,516.64,Crop,70,423918,dt,6.66484E+12,BTU,820.53,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,12065,Jefferson County,Florida,611.71,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,24005,Baltimore County,Maryland,608.1,Crop,70,1773,dt,26403516000,BTU,2.92,14892000,Northeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19093,Ida County,Iowa,432.05,Crop,70,187187,dt,2.94295E+12,BTU,433.25,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19173,Taylor County,Iowa,534.66,Crop,70,255032,dt,4.00961E+12,BTU,477,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,40067,Jefferson County,Oklahoma,774.17,Crop,70,0,dt,0,BTU,0,14892000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19061,Dubuque County,Iowa,616.46,Crop,70,89053,dt,1.40009E+12,BTU,144.46,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,10005,Sussex County,Delaware,942.33,Crop,70,231689,dt,3.64261E+12,BTU,245.87,15722000,Northeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13129,Gordon County,Georgia,358.65,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,30013,Cascade County,Montana,2711.45,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18155,Switzerland County,Indiana,223.58,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13267,Tattnall County,Georgia,488.35,Crop,70,17064,dt,2.6828E+11,BTU,34.94,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,48357,Ochiltree County,Texas,918.2,Crop,70,0,dt,0,BTU,0,14892000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Sorghum stubble,POLYSYS,08039,Elbert County,Colorado,1851.01,Crop,70,0,dt,0,BTU,0,14830000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19025,Calhoun County,Iowa,572.11,Crop,70,91353,dt,1.43625E+12,BTU,159.68,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17107,Logan County,Illinois,618.93,Crop,70,609941,dt,9.58949E+12,BTU,985.48,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,31181,Webster County,Nebraska,575.04,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,01109,Pike County,Alabama,672.97,Crop,70,1364,dt,21444808000,BTU,2.03,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19165,Shelby County,Iowa,591.35,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19017,Bremer County,Iowa,439.4,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18115,Ohio County,Indiana,87.45,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13183,Long County,Georgia,403.81,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17037,DeKalb County,Illinois,634.64,Crop,70,818973,dt,1.28759E+13,BTU,1290.45,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,08021,Conejos County,Colorado,1290.99,Crop,70,14436,dt,2.14981E+11,BTU,11.18,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13229,Pierce County,Georgia,343.23,Crop,70,12001,dt,1.8868E+11,BTU,34.96,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,24019,Dorchester County,Maryland,567.83,Crop,70,1019,dt,15174948000,BTU,1.79,14892000,Northeast
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,51193,Westmoreland County,Virginia,230.58,Crop,70,0,dt,0,BTU,0,14892000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13149,Heard County,Georgia,301.09,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17043,DuPage County,Illinois,336.39,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,40099,Murray County,Oklahoma,425.14,Crop,70,0,dt,0,BTU,0,14892000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18137,Ripley County,Indiana,448.06,Crop,70,55013,dt,8.64914E+11,BTU,122.78,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18059,Hancock County,Indiana,307.03,Crop,70,182998,dt,2.87709E+12,BTU,596.03,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,46005,Beadle County,South Dakota,1264.81,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,06021,Glenn County,California,1326.98,Crop,70,0,dt,0,BTU,0,14892000,Pacific
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17069,Hardin County,Illinois,181.44,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17181,Union County,Illinois,422.11,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,08105,Rio Grande County,Colorado,912.33,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17045,Edgar County,Illinois,623.93,Crop,70,330223,dt,5.19177E+12,BTU,529.26,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,38031,Foster County,North Dakota,646.86,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,16061,Lewis County,Idaho,479.72,Crop,70,4408,dt,65643936000,BTU,9.19,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,06019,Fresno County,California,6011.13,Crop,70,0,dt,0,BTU,0,14892000,Pacific
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18057,Hamilton County,Indiana,402.47,Crop,70,103010,dt,1.61952E+12,BTU,255.94,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19053,Decatur County,Iowa,533.48,Crop,70,0,dt,0,BTU,0,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18009,Blackford County,Indiana,165.58,Crop,70,93144,dt,1.46441E+12,BTU,562.53,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,16077,Power County,Idaho,1442.13,Crop,70,0,dt,0,BTU,0,15722000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,12039,Gadsden County,Florida,528.53,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,05033,Crawford County,Arkansas,605.89,Crop,70,0,dt,0,BTU,0,15722000,Delta States
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,41013,Crook County,Oregon,2987.04,Crop,70,0,dt,0,BTU,0,14892000,Pacific
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,37159,Rowan County,North Carolina,523.95,Crop,70,0,dt,0,BTU,0,14892000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17197,Will County,Illinois,849.22,Crop,70,155320,dt,2.44194E+12,BTU,182.9,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,47059,Greene County,Tennessee,624.14,Crop,70,0,dt,0,BTU,0,14892000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,05121,Randolph County,Arkansas,655.92,Crop,70,3631,dt,57086582000,BTU,5.54,15722000,Delta States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19197,Wright County,Iowa,582.23,Crop,70,801591,dt,1.26026E+13,BTU,1376.76,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,16021,Boundary County,Idaho,1278.05,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,53061,Snohomish County,Washington,2104.92,Crop,70,0,dt,0,BTU,0,14892000,Pacific
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,46031,Corson County,South Dakota,2529.65,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17161,Rock Island County,Illinois,451.29,Crop,70,159588,dt,2.50904E+12,BTU,353.63,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19055,Delaware County,Iowa,578.91,Crop,70,473490,dt,7.44421E+12,BTU,817.9,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,06115,Yuba County,California,644.01,Crop,70,0,dt,0,BTU,0,15722000,Pacific
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,17159,Richland County,Illinois,361.92,Crop,70,116644,dt,1.83388E+12,BTU,322.29,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,08083,Montezuma County,Colorado,2039.86,Crop,70,0,dt,0,BTU,0,15722000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,18153,Sullivan County,Indiana,454.12,Crop,70,34538,dt,5.43006E+11,BTU,76.05,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Barley straw,POLYSYS,21141,Logan County,Kentucky,557.03,Crop,70,0,dt,0,BTU,0,14892000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,13259,Stewart County,Georgia,463.61,Crop,70,0,dt,0,BTU,0,15722000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,20033,Comanche County,Kansas,789.69,Crop,70,0,dt,0,BTU,0,15722000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,19129,Mills County,Iowa,440.64,Crop,70,242807,dt,3.81741E+12,BTU,551.03,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,01103,Morgan County,Alabama,599.05,Crop,70,0,dt,0,BTU,0,15722000,Southeast
