Scenario,Class,SubClass,Resource,Model,Fips Code,County,State,Sqmi,Land Source,Price Offered,Production,Production Unit,Production Energy Content,Energy Content Unit,Production Density per Sq Mile,BTU/Ton,USDA Region
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,20099,Labette County,Kansas,653.12,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,36057,Montgomery County,New York,410.3,Pasture,70,5288,dt,91461248000,BTU,12.89,17296000,Northeast
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,18011,Boone County,Indiana,423.22,Pasture,70,1147,dt,19838512000,BTU,2.71,17296000,Corn Belt
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,47157,Shelby County,Tennessee,780.36,Crop,70,84100,dt,1.40111E+12,BTU,107.77,16660000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,51155,Pulaski County,Virginia,329.44,Crop,70,0,dt,0,BTU,0,15722000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,40117,Pawnee County,Oklahoma,594.94,Pasture,70,452850,dt,7.43761E+12,BTU,761.17,16424000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,53033,King County,Washington,2153.65,Crop,70,0,dt,0,BTU,0,15722000,Pacific
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,42065,Jefferson County,Pennsylvania,656.8,Crop,70,68858,dt,1.19097E+12,BTU,104.84,17296000,Northeast
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,29105,Laclede County,Missouri,768,Pasture,70,45368,dt,7.84685E+11,BTU,59.07,17296000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,48193,Hamilton County,Texas,836.39,Crop,70,0,dt,0,BTU,0,14892000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,39101,Marion County,Ohio,404.16,Crop,70,113555,dt,1.78531E+12,BTU,280.97,15722000,Corn Belt
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,29059,Dallas County,Missouri,542.85,Pasture,70,1757,dt,29700328000,BTU,3.24,16904000,Corn Belt
mature-market medium,agriculture land,Intermediate oilseeds,Carinata,POLYSYS,13309,Wheeler County,Georgia,300.27,Crop,400,1096.33,dt,26344809900,BTU,3.65,24030000,Southeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,51131,Northampton County,Virginia,199.62,Crop,70,74875,dt,1.22975E+12,BTU,375.09,16424000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,12075,Levy County,Florida,1134.76,Pasture,70,109928,dt,1.80546E+12,BTU,96.87,16424000,Southeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,51193,Westmoreland County,Virginia,230.58,Pasture,70,5,dt,83300000,BTU,0.02,16660000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,39083,Knox County,Ohio,529.64,Crop,70,28530,dt,4.48549E+11,BTU,53.87,15722000,Corn Belt
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,38047,Logan County,North Dakota,1011.02,Crop,70,287588,dt,4.79122E+12,BTU,284.45,16660000,Northern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,47091,Johnson County,Tennessee,302.69,Pasture,70,0,dt,0,BTU,0,16424000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,48011,Armstrong County,Texas,913.83,Pasture,70,272225,dt,4.47102E+12,BTU,297.89,16424000,Southern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,48331,Milam County,Texas,1020.92,Pasture,70,17541,dt,2.92233E+11,BTU,17.18,16660000,Southern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,01001,Autauga County,Alabama,604.37,Crop,70,37892,dt,6.22338E+11,BTU,62.7,16424000,Southeast
mature-market medium,agriculture land,Agricultural residues,Sorghum stubble,POLYSYS,40013,Bryan County,Oklahoma,943.66,Crop,70,0,dt,0,BTU,0,14830000,Southern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,37175,Transylvania County,North Carolina,380.32,Pasture,70,0,dt,0,BTU,0,16424000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,25013,Hampden County,Massachusetts,634.15,Pasture,70,108,dt,1799280000,BTU,0.17,16660000,Northeast
mature-market medium,agriculture land,Intermediate oilseeds,Pennycress,POLYSYS,27027,Clay County,Minnesota,1052.63,Crop,400,31797.9,dt,7.40519E+11,BTU,30.21,23288300,Lake States
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,48321,Matagorda County,Texas,1125.38,Crop,70,394194,dt,6.47424E+12,BTU,350.28,16424000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,28009,Benton County,Mississippi,408.66,Crop,70,4524,dt,71126328000,BTU,11.07,15722000,Southeast
mature-market medium,agriculture land,Intermediate oilseeds,Pennycress,POLYSYS,29165,Platte County,Missouri,426.35,Crop,400,14953.65,dt,3.48245E+11,BTU,35.07,23288300,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Sorghum stubble,POLYSYS,48119,Delta County,Texas,277.93,Crop,70,0,dt,0,BTU,0,14830000,Southern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,29001,Adair County,Missouri,569.44,Pasture,70,227857,dt,3.7961E+12,BTU,400.14,16660000,Corn Belt
mature-market medium,agriculture land,Intermediate oilseeds,Pennycress,POLYSYS,29151,Osage County,Missouri,613.41,Crop,400,4256.57,dt,99128279131,BTU,6.94,23288300,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,30043,Jefferson County,Montana,1659.41,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,31163,Sherman County,Nebraska,571.64,Crop,70,154589,dt,2.43045E+12,BTU,270.43,15722000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,56027,Niobrara County,Wyoming,2627.95,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,05031,Craighead County,Arkansas,712.69,Pasture,70,27302,dt,4.48408E+11,BTU,38.31,16424000,Delta States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,40071,Kay County,Oklahoma,944.92,Crop,70,0,dt,0,BTU,0,15722000,Southern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,21087,Green County,Kentucky,288.79,Pasture,70,87671,dt,1.4606E+12,BTU,303.58,16660000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,27041,Douglas County,Minnesota,720.15,Crop,70,0,dt,0,BTU,0,14892000,Lake States
mature-market medium,agriculture land,"Energy crops, woody",Eucalyptus,POLYSYS,13001,Appling County,Georgia,512.26,Crop,70,29025,dt,5.01494E+11,BTU,56.66,17278000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,54107,Wood County,West Virginia,376.77,Crop,70,0,dt,0,BTU,0,15722000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,20161,Riley County,Kansas,622.06,Pasture,70,22794,dt,3.79748E+11,BTU,36.64,16660000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,51031,Campbell County,Virginia,506.64,Crop,70,0,dt,0,BTU,0,14892000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,29101,Johnson County,Missouri,833.19,Crop,70,20698,dt,3.25414E+11,BTU,24.84,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Sorghum stubble,POLYSYS,04003,Cochise County,Arizona,6216.57,Crop,70,0,dt,0,BTU,0,14830000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Oats straw,POLYSYS,38061,Mountrail County,North Dakota,1941.42,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,25011,Franklin County,Massachusetts,724.54,Pasture,70,753,dt,12544980000,BTU,1.04,16660000,Northeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,21107,Hopkins County,Kentucky,554.42,Pasture,70,0,dt,0,BTU,0,16424000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,31069,Garden County,Nebraska,1730.87,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,40143,Tulsa County,Oklahoma,586.81,Crop,70,0,dt,0,BTU,0,15722000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,26119,Montmorency County,Michigan,562.64,Crop,70,702,dt,11036844000,BTU,1.25,15722000,Lake States
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,45003,Aiken County,South Carolina,1080.17,Pasture,70,1116,dt,18592560000,BTU,1.03,16660000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,48255,Karnes County,Texas,753.55,Crop,70,0,dt,0,BTU,0,15722000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,42019,Butler County,Pennsylvania,795.66,Crop,70,8481,dt,1.33338E+11,BTU,10.66,15722000,Northeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,47039,Decatur County,Tennessee,344.88,Crop,70,0,dt,0,BTU,0,15722000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,21163,Meade County,Kentucky,324.4,Crop,70,40071,dt,6.29996E+11,BTU,123.52,15722000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,22057,Lafourche Parish,Louisiana,1153.36,Pasture,70,65916,dt,1.0826E+12,BTU,57.15,16424000,Delta States
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,21185,Oldham County,Kentucky,196.34,Pasture,70,36664,dt,6.10822E+11,BTU,186.74,16660000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,08071,Las Animas County,Colorado,4775.62,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,21169,Metcalfe County,Kentucky,291.19,Crop,70,0,dt,0,BTU,0,14892000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,01001,Autauga County,Alabama,604.37,Pasture,70,41668,dt,6.84355E+11,BTU,68.94,16424000,Southeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,37027,Caldwell County,North Carolina,474.61,Pasture,70,357,dt,5947620000,BTU,0.75,16660000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,21101,Henderson County,Kentucky,465.55,Pasture,70,24717,dt,4.11785E+11,BTU,53.09,16660000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,40013,Bryan County,Oklahoma,943.66,Crop,70,76552,dt,1.25729E+12,BTU,81.12,16424000,Southern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,48267,Kimble County,Texas,1251.14,Pasture,70,125,dt,2082500000,BTU,0.1,16660000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,42067,Juniata County,Pennsylvania,393.52,Crop,70,0,dt,0,BTU,0,15722000,Northeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,38067,Pembina County,North Dakota,1121.25,Crop,70,18557,dt,2.91753E+11,BTU,16.55,15722000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,21163,Meade County,Kentucky,324.4,Crop,70,0,dt,0,BTU,0,14892000,Appalachia
mature-market medium,agriculture land,Intermediate oilseeds,Camelina,POLYSYS,13015,Bartow County,Georgia,469.48,Crop,400,742.33,dt,18181146360,BTU,1.58,24492000,Southeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,47033,Crockett County,Tennessee,265.74,Pasture,70,429,dt,7147140000,BTU,1.61,16660000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,42089,Monroe County,Pennsylvania,617.11,Crop,70,0,dt,0,BTU,0,14892000,Northeast
mature-market medium,agriculture land,Intermediate oilseeds,Camelina,POLYSYS,28083,Leflore County,Mississippi,606.38,Crop,400,39612.36,dt,9.70186E+11,BTU,65.33,24492000,Southeast
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,45023,Chester County,South Carolina,586.16,Pasture,70,3248,dt,56177408000,BTU,5.54,17296000,Southeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,48313,Madison County,Texas,472.43,Pasture,70,383121,dt,6.29238E+12,BTU,810.96,16424000,Southern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,36091,Saratoga County,New York,843.81,Pasture,70,19427,dt,3.23654E+11,BTU,23.02,16660000,Northeast
mature-market medium,agriculture land,"Energy crops, woody",Eucalyptus,POLYSYS,12083,Marion County,Florida,1662.66,Crop,70,215,dt,3714770000,BTU,0.13,17278000,Southeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,48467,Van Zandt County,Texas,859.62,Crop,70,5530,dt,90824720000,BTU,6.43,16424000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Oats straw,POLYSYS,30073,Pondera County,Montana,1641.57,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,39067,Harrison County,Ohio,410.77,Crop,70,0,dt,0,BTU,0,14892000,Corn Belt
mature-market medium,agriculture land,"Energy crops, herbaceous",Energy cane,POLYSYS,12077,Liberty County,Florida,843.12,Pasture,70,32,dt,533120000,BTU,0.04,16660000,Southeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,55081,Monroe County,Wisconsin,908.08,Crop,70,37979,dt,6.3273E+11,BTU,41.82,16660000,Lake States
mature-market medium,agriculture land,Intermediate oilseeds,Pennycress,POLYSYS,39089,Licking County,Ohio,687.35,Crop,400,19452.83,dt,4.53023E+11,BTU,28.3,23288300,Corn Belt
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,37083,Halifax County,North Carolina,730.27,Pasture,70,13429,dt,2.20558E+11,BTU,18.39,16424000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,40037,Creek County,Oklahoma,969.51,Pasture,70,9414,dt,1.56837E+11,BTU,9.71,16660000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,40015,Caddo County,Oklahoma,1290.15,Crop,70,0,dt,0,BTU,0,15722000,Southern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,20191,Sumner County,Kansas,1184.96,Crop,70,873785,dt,1.4351E+13,BTU,737.4,16424000,Northern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,05049,Fulton County,Arkansas,620.49,Pasture,70,0,dt,0,BTU,0,16424000,Delta States
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,20039,Decatur County,Kansas,894.15,Crop,70,281916,dt,4.69672E+12,BTU,315.29,16660000,Northern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,28131,Stone County,Mississippi,448.08,Pasture,70,35013,dt,5.75054E+11,BTU,78.14,16424000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,41059,Umatilla County,Oregon,3231.52,Crop,70,0,dt,0,BTU,0,15722000,Pacific
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,18005,Bartholomew County,Indiana,409.53,Pasture,70,1779,dt,30769584000,BTU,4.34,17296000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Sorghum stubble,POLYSYS,48185,Grimes County,Texas,801.6,Crop,70,0,dt,0,BTU,0,14830000,Southern Plains
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,27059,Isanti County,Minnesota,451.67,Pasture,70,1430,dt,24172720000,BTU,3.17,16904000,Lake States
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,51145,Powhatan County,Virginia,262.3,Pasture,70,1265,dt,21879440000,BTU,4.82,17296000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Oats straw,POLYSYS,27147,Steele County,Minnesota,432.34,Crop,70,0,dt,0,BTU,0,14892000,Lake States
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,06029,Kern County,California,8164.92,Crop,70,28961,dt,4.31287E+11,BTU,3.55,14892000,Pacific
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,20055,Finney County,Kansas,1302.66,Crop,70,0,dt,0,BTU,0,15722000,Northern Plains
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,47151,Scott County,Tennessee,533.23,Pasture,70,433,dt,7319432000,BTU,0.81,16904000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,53041,Lewis County,Washington,2436.34,Crop,70,0,dt,0,BTU,0,15722000,Pacific
mature-market medium,agriculture land,Intermediate oilseeds,Pennycress,POLYSYS,21213,Simpson County,Kentucky,236.47,Crop,400,23100.2,dt,5.37964E+11,BTU,97.69,23288300,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,22085,Sabine Parish,Louisiana,1011.54,Pasture,70,2325,dt,38734500000,BTU,2.3,16660000,Delta States
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,29071,Franklin County,Missouri,930.68,Pasture,70,195820,dt,3.26236E+12,BTU,210.41,16660000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,21139,Livingston County,Kentucky,342.16,Crop,70,0,dt,0,BTU,0,14892000,Appalachia
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,42033,Clearfield County,Pennsylvania,1154.57,Crop,70,31512,dt,5.45032E+11,BTU,27.29,17296000,Northeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,13299,Ware County,Georgia,907.99,Pasture,70,8991,dt,1.47668E+11,BTU,9.9,16424000,Southeast
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,29219,Warren County,Missouri,437.77,Crop,70,25246,dt,3.96918E+11,BTU,57.67,15722000,Corn Belt
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,48283,La Salle County,Texas,1494.23,Crop,70,569,dt,9479540000,BTU,0.38,16660000,Southern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,26137,Otsego County,Michigan,526.22,Pasture,70,254,dt,4231640000,BTU,0.48,16660000,Lake States
mature-market medium,agriculture land,Agricultural residues,Sorghum stubble,POLYSYS,48395,Robertson County,Texas,865.71,Crop,70,0,dt,0,BTU,0,14830000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Sorghum stubble,POLYSYS,06047,Merced County,California,1978.65,Crop,70,0,dt,0,BTU,0,14830000,Pacific
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,20135,Ness County,Kansas,1075,Pasture,70,208780,dt,3.429E+12,BTU,194.21,16424000,Northern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,38035,Grand Forks County,North Dakota,1439.42,Pasture,70,50797,dt,8.46278E+11,BTU,35.29,16660000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,32001,Churchill County,Nevada,5023.82,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,21057,Cumberland County,Kentucky,310.91,Crop,70,0,dt,0,BTU,0,15722000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,51029,Buckingham County,Virginia,583.45,Crop,70,16322,dt,2.71925E+11,BTU,27.97,16660000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Oats straw,POLYSYS,12023,Columbia County,Florida,801.32,Crop,70,0,dt,0,BTU,0,14892000,Southeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,48097,Cooke County,Texas,898.5,Pasture,70,17027,dt,2.8367E+11,BTU,18.95,16660000,Southern Plains
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,54061,Monongalia County,West Virginia,365.88,Pasture,70,1337,dt,22600648000,BTU,3.65,16904000,Appalachia
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,37119,Mecklenburg County,North Carolina,546.08,Pasture,70,283,dt,4894768000,BTU,0.52,17296000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,05017,Chicot County,Arkansas,691.19,Pasture,70,164,dt,2732240000,BTU,0.24,16660000,Delta States
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,48185,Grimes County,Texas,801.6,Pasture,70,452837,dt,7.43739E+12,BTU,564.92,16424000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,39131,Pike County,Ohio,443.98,Crop,70,17695,dt,2.78201E+11,BTU,39.86,15722000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Oats straw,POLYSYS,38093,Stutsman County,North Dakota,2298.07,Crop,70,0,dt,0,BTU,0,14892000,Northern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,37003,Alexander County,North Carolina,263.63,Crop,70,18710,dt,3.11709E+11,BTU,70.97,16660000,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,22117,Washington Parish,Louisiana,675.87,Pasture,70,121,dt,2015860000,BTU,0.18,16660000,Delta States
mature-market medium,agriculture land,Agricultural residues,Oats straw,POLYSYS,19179,Wapello County,Iowa,436.02,Crop,70,0,dt,0,BTU,0,14892000,Corn Belt
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,18101,Martin County,Indiana,340.41,Pasture,70,464,dt,7730240000,BTU,1.36,16660000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Sorghum stubble,POLYSYS,48331,Milam County,Texas,1020.92,Crop,70,5836,dt,86547880000,BTU,5.72,14830000,Southern Plains
mature-market medium,agriculture land,Intermediate oilseeds,Camelina,POLYSYS,40101,Muskogee County,Oklahoma,840.01,Crop,400,5908.84,dt,1.44719E+11,BTU,7.03,24492000,Southern Plains
mature-market medium,agriculture land,Intermediate oilseeds,Camelina,POLYSYS,05085,Lonoke County,Arkansas,803.39,Crop,400,45643.3,dt,1.1179E+12,BTU,56.81,24492000,Delta States
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,22075,Plaquemines Parish,Louisiana,1041.63,Pasture,70,4,dt,67616000,BTU,0,16904000,Delta States
mature-market medium,agriculture land,Intermediate oilseeds,Pennycress,POLYSYS,29159,Pettis County,Missouri,686.28,Crop,400,28728.61,dt,6.6904E+11,BTU,41.86,23288300,Corn Belt
mature-market medium,agriculture land,"Energy crops, herbaceous",Switchgrass,POLYSYS,48487,Wilbarger County,Texas,977.97,Pasture,70,488207,dt,8.01831E+12,BTU,499.2,16424000,Southern Plains
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,18125,Pike County,Indiana,341.09,Pasture,70,7918,dt,1.31914E+11,BTU,23.21,16660000,Corn Belt
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,13133,Greene County,Georgia,406.21,Crop,70,1563,dt,26039580000,BTU,3.85,16660000,Southeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,26019,Benzie County,Michigan,347.14,Pasture,70,67,dt,1116220000,BTU,0.19,16660000,Lake States
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,18179,Wells County,Indiana,370.25,Pasture,70,3734,dt,62208440000,BTU,10.09,16660000,Corn Belt
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,38033,Golden Valley County,North Dakota,1002.49,Crop,70,52287,dt,7.78658E+11,BTU,52.16,14892000,Northern Plains
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,28077,Lawrence County,Mississippi,435.69,Crop,70,0,dt,0,BTU,0,14892000,Southeast
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,55009,Brown County,Wisconsin,531.24,Pasture,70,818,dt,13827472000,BTU,1.54,16904000,Lake States
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,13013,Barrow County,Georgia,162.93,Pasture,70,475,dt,7913500000,BTU,2.92,16660000,Southeast
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,37107,Lenoir County,North Carolina,401.36,Crop,70,119815,dt,1.99612E+12,BTU,298.52,16660000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Oats straw,POLYSYS,16065,Madison County,Idaho,473.32,Crop,70,0,dt,0,BTU,0,14892000,Mountain States
mature-market medium,agriculture land,"Energy crops, woody",Willow,POLYSYS,26029,Charlevoix County,Michigan,426.69,Pasture,70,75,dt,1297200000,BTU,0.18,17296000,Lake States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,37183,Wake County,North Carolina,857.01,Crop,70,0,dt,0,BTU,0,15722000,Appalachia
mature-market medium,agriculture land,Agricultural residues,Wheat straw,POLYSYS,13007,Baker County,Georgia,349.14,Crop,70,0,dt,0,BTU,0,14892000,Southeast
mature-market medium,agriculture land,Intermediate oilseeds,Pennycress,POLYSYS,46099,Minnehaha County,South Dakota,813.86,Crop,400,42031.52,dt,9.78843E+11,BTU,51.64,23288300,Northern Plains
mature-market medium,agriculture land,"Energy crops, woody",Poplar,POLYSYS,51045,Craig County,Virginia,329.18,Pasture,70,1004,dt,16971616000,BTU,3.05,16904000,Appalachia
mature-market medium,agriculture land,Intermediate oilseeds,Pennycress,POLYSYS,37151,Randolph County,North Carolina,789.96,Crop,400,6472.65,dt,1.50737E+11,BTU,8.19,23288300,Appalachia
mature-market medium,agriculture land,"Energy crops, herbaceous",Miscanthus,POLYSYS,29099,Jefferson County,Missouri,664.28,Crop,70,24714,dt,4.11735E+11,BTU,37.2,16660000,Corn Belt
mature-market medium,agriculture land,"Energy crops, woody",Eucalyptus,POLYSYS,48071,Chambers County,Texas,628.84,Crop,70,62883,dt,1.08649E+12,BTU,100,17278000,Southern Plains
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,26149,St. Joseph County,Michigan,521.03,Crop,70,74430,dt,1.17019E+12,BTU,142.85,15722000,Lake States
mature-market medium,agriculture land,Agricultural residues,Corn stover,POLYSYS,40051,Grady County,Oklahoma,1104.93,Crop,70,0,dt,0,BTU,0,15722000,Southern Plains
