,onwind,solar,load
2073,0.720928321,0.997517606,2245.76
2074,0.743164922,0.996852761,2300.97
2075,0.728669841,0.969233308,2316.22
2076,0.736012273,0.90874029,2292.53
2077,0.748273529,0.927134335,2204.89
2078,0.755823192,0.941030953,2081.6
2079,0.7658684,0.981861856,2006.76
2080,0.780142644,0.981930105,1955.19
2081,0.778019027,0.839745353,1987.75
2082,0.759555811,0.286574317,2027.93
2083,0.784538695,0.007025788,2086.73
2084,0.796848322,0,2047.69
2085,0.802145685,0,1915.64
2086,0.802722977,0,1722.24
2087,0.7971286,0,1498.3
2088,0.786042963,0,1397.24
2089,0.76089038,0,1308.94
2090,0.724678488,0,1284.84
2091,0.688781512,0,1295.66
2092,0.679470415,0,1362.99
2093,0.685053925,0,1477.59
2094,0.685748036,0.006879755,1767.68
2095,0.703808242,0.29711377,1982.82
2096,0.698753347,0.879548199,2179.46
2097,0.693962263,0.996608121,2289.73
2098,0.68565585,0.994872618,2300.42
2099,0.685340852,0.966489636,2327.06
2100,0.687143905,0.93027238,2304.04
2101,0.698647136,0.922096161,2240.93
2102,0.703102262,0.941717091,2129.83
2103,0.713090074,0.963914823,2029.19
2104,0.724184322,0.95940472,1995.7
2105,0.739478346,0.815143546,2021.61
2106,0.757407411,0.28784717,2029.42
2107,0.757610656,0.008621929,2079.84
2108,0.753347893,0,2036.49
2109,0.766424098,0,1896.33
2110,0.766165735,0,1672.18
2111,0.74910687,0,1494.57
2112,0.710181927,0,1398.52
2113,0.652553821,0,1317.17
2114,0.531317036,0,1292.39
2115,0.398837146,0,1303.37
2116,0.336950739,0,1364.84
2117,0.345586189,0,1477.68
2118,0.335371608,0.008743283,1730.06
2119,0.338227653,0.298637946,1977.46
2120,0.19908298,0.71936025,2215.17
2121,0.155735264,0.883077661,2308.39
2122,0.110022932,0.851452112,2369.08
2123,0.052134967,0.787562082,2421.16
2124,0.030694505,0.767960037,2347.95
2125,0.023293854,0.683670965,2269.71
2126,0.062975867,0.718719548,2166.3
2127,0.168135389,0.756442926,2087.41
2128,0.255483881,0.691771889,2018.03
2129,0.373183843,0.42304495,2064.63
2130,0.379899003,0.107497441,2071.82
2131,0.398071847,0.002401253,2089.82
2132,0.464869431,0,2026.72
2133,0.441962488,0,1922.6
2134,0.341712302,0,1681.74
2135,0.125371419,0,1503.4
2136,0.015673549,0,1403.06
2137,0.007897077,0,1284.88
2138,0.095267954,0,1236.8
2139,0.192858124,0,1237.1
2140,0.268374135,0,1252.17
2141,0.329539522,0,1278.43
2142,0.379951186,0.001336588,1387.19
2143,0.377044457,0.00311653,1429.19
2144,0.348118241,0.027319034,1568.89
2145,0.426071184,0.122462533,1605.01
2146,0.474411524,0.241593448,1642.09
2147,0.566561565,0.278426296,1660.77
2148,0.623987281,0.245305407,1717.92
2149,0.654777739,0.243333315,1724.66
2150,0.664664831,0.217554834,1720.57
2151,0.656185029,0.192005479,1769
2152,0.668104347,0.108882486,1801.94
2153,0.662221943,0.059428784,1847.55
2154,0.676048279,0.022845626,1954.01
2155,0.720844743,0.000255391,1954.98
2156,0.757283661,0,1939.05
2157,0.760267233,0,1864.91
2158,0.778320887,0,1643.92
2159,0.76643469,0,1441.95
2160,0.779113937,0,1342.88
2161,0.783204262,0,1202.39
2162,0.783681522,0,1174
2163,0.776727303,0,1150.86
2164,0.778356892,0,1157.15
2165,0.749196685,0,1233.96
2166,0.761116572,0.000280572,1256.83
2167,0.7335731,0.013827094,1271.21
2168,0.721049981,0.075637927,1389.47
2169,0.638627722,0.126212707,1452.25
2170,0.594670133,0.168585962,1495.37
2171,0.518073053,0.191283521,1437.64
2172,0.412935555,0.212594334,1440.75
2173,0.391379732,0.285016172,1440.66
2174,0.380777321,0.231000643,1448.56
2175,0.43077536,0.169498657,1448.65
2176,0.579519802,0.152096408,1470.51
2177,0.609635801,0.244889286,1495.17
2178,0.62907462,0.065784969,1535.4
2179,0.668217567,0.001958317,1618.16
2180,0.711067566,0,1653.43
2181,0.753973196,0,1671.42
2182,0.770389559,0,1530.36
2183,0.789235418,0,1304.8
2184,0.799147641,0,1196.02
2185,0.799134222,0,1289.15
2186,0.804020772,0,1303.8
2187,0.804719142,0,1310.23
2188,0.804850268,0,1373.89
2189,0.804086806,0,1489.65
2190,0.801849245,0.01310754,1691.56
2191,0.80119956,0.318508376,1954.51
2192,0.773842353,0.835300467,2144.2
2193,0.750106493,0.97405732,2250.38
2194,0.738570434,0.977821178,2314.55
2195,0.736802687,0.904157047,2306.61
2196,0.736380553,0.800150586,2288.21
2197,0.747341061,0.856005353,2200.09
2198,0.771431426,0.877003092,2064.35
2199,0.779579825,0.737188555,1987.64
2200,0.73769725,0.752218185,1960.57
2201,0.703111346,0.56921265,1949.22
2202,0.757974604,0.290925567,1946.69
2203,0.72060507,0.013153346,1955.34
2204,0.749962716,0,1978.11
2205,0.77967994,0,1902.11
2206,0.799047804,0,1687.32
2207,0.78950434,0,1506.4
2208,0.781363604,0,1395.77
2209,0.788286104,0,1313.02
2210,0.797145122,0,1287.97
2211,0.801239476,0,1309.78
2212,0.799072858,0,1360.53
2213,0.800662044,0,1473.07
2214,0.79547621,0.01631118,1702.57
2215,0.790149741,0.352248833,1955.36
2216,0.746138541,0.887183063,2128.49
2217,0.737822797,0.994681608,2248.93
2218,0.761116217,0.991012354,2331.04
2219,0.778593398,0.879937893,2306.06
2220,0.794954683,0.842045957,2314.32
2221,0.799350067,0.922036105,2229.32
2222,0.793432622,0.916321196,2069.78
2223,0.792979732,0.827130264,1968.82
2224,0.782237683,0.69807534,1921.75
2225,0.764443664,0.572637871,1946.93
2226,0.674721552,0.243613976,1930.53
2227,0.529764098,0.01015576,1963.24
2228,0.459220586,0,1969.36
2229,0.324614537,0,1893.62
2230,0.151938855,0,1687.08
2231,0.062501656,0,1509.86
2232,0.017365304,0,1397.73
2233,0.029731157,0,1326.16
2234,0.085239885,0,1303.23
2235,0.229470207,0,1310.6
2236,0.323609642,0,1366.19
2237,0.331112531,0,1477.15
2238,0.353864207,2.55E-06,1694.49
2239,0.605248904,0.015614964,1956.12
2240,0.749046299,0.086443733,2134.79
2241,0.799972954,0.100629134,2267.37
2242,0.805860803,0.33892735,2313.79
2243,0.805523337,0.540945339,2299.59
2244,0.803082642,0.633392148,2317.59
2245,0.793275593,0.637713576,2232.06
2246,0.783143527,0.632855421,2099.72
2247,0.772856415,0.704376776,1998.03
2248,0.713170131,0.505959395,1972.18
2249,0.692479886,0.393456662,1976.31
2250,0.740378085,0.184990784,1981.72
2251,0.791722289,0.007321139,1963.25
2252,0.803014368,0,1947.88
2253,0.805287817,0,1884.05
2254,0.805879978,0,1701.3
2255,0.805876937,0,1513.77
2256,0.80588516,0,1404.77
2257,0.805884546,0,1361.25
2258,0.805884893,0,1309.52
2259,0.760042004,0,1313.82
2260,0.756706575,0,1357.76
2261,0.745802059,0,1464
2262,0.717601289,0.001359167,1711.04
2263,0.603058135,0.023120725,1943.59
2264,0.437925261,0.16947663,2122.37
2265,0.140662951,0.179015485,2236.35
2266,0.083803231,0.196602487,2305.68
2267,0.118835493,0.131025962,2319.16
2268,0.376821648,0.176904495,2318.39
2269,0.724499424,0.152443358,2229.82
2270,0.752658824,0.212333968,2087.76
2271,0.69593109,0.311379807,1996.6
2272,0.598041035,0.332743688,1950.35
2273,0.671122596,0.339404729,1965.18
2274,0.666722032,0.223074017,1956.75
2275,0.762098945,0.017239163,1952.72
2276,0.800038793,0,1954.49
2277,0.803521521,0,1899.96
2278,0.804710956,0,1704.81
2279,0.800009471,0,1509.33
2280,0.791645064,0,1402.09
2281,0.794089704,0,1322
2282,0.7993137,0,1287.45
2283,0.800437043,0,1292.55
2284,0.796450686,0,1347.98
2285,0.788533655,0,1467.24
2286,0.784035577,0.01162527,1707.72
2287,0.771758935,0.282244905,1947.66
2288,0.695551561,0.882884694,2148.28
2289,0.681628201,0.990448378,2275.15
2290,0.695024905,0.985793491,2295.92
2291,0.716593287,0.947946333,2292.18
2292,0.73505609,0.916498119,2275.91
2293,0.733444632,0.801437914,2219.75
2294,0.766440639,0.569388054,2097.38
2295,0.784484879,0.466088525,1996.53
2296,0.797685337,0.192915043,1972.36
2297,0.792189193,0.075053074,2011.58
2298,0.757125106,0.096909575,2002.67
2299,0.703406014,0.002411165,2022.22
2300,0.555113711,0,1997.96
2301,0.39907841,0,1921.68
2302,0.257603913,0,1735.49
2303,0.164620147,0,1536.24
2304,0.121545959,0,1397.69
2305,0.059153089,0,1274.75
2306,0.032850815,0,1228.08
2307,0.022759398,0,1220.07
2308,0.01461373,0,1246.28
2309,0.036586879,0,1273.36
2310,0.105078883,0.003744944,1350.83
2311,0.18191436,0.07261731,1410.82
2312,0.315229597,0.136265996,1512.23
2313,0.380533771,0.188202365,1546.69
2314,0.399962263,0.259637824,1588.81
2315,0.377258305,0.386933118,1589.06
2316,0.335793588,0.485771203,1605.98
2317,0.271379185,0.480835469,1602.81
2318,0.188604564,0.477924737,1561.06
2319,0.125833059,0.443797368,1624.84
2320,0.09694798,0.613099422,1629.31
2321,0.061127335,0.388741623,1639.41
2322,0.056434339,0.217557629,1681.21
2323,0.076961946,0.01473328,1774.47
2324,0.124182023,0,1877.58
2325,0.113953148,0,1895.57
2326,0.117734932,0,1698.34
2327,0.087993111,0,1478.1
2328,0.051371542,0,1367.91
2329,0.050837585,0,1214
2330,0.053227363,0,1189.63
2331,0.062236,0,1177.56
2332,0.056212847,0,1187.54
2333,0.048796877,0,1261.47
2334,0.052680589,0.003906643,1253.21
2335,0.125640854,0.092356006,1291.09
2336,0.126733532,0.272486196,1411.45
2337,0.078127615,0.367864348,1472.97
2338,0.069016176,0.466552012,1462.98
2339,0.060292603,0.344261888,1454
2340,0.072067099,0.338918341,1471.01
2341,0.083548846,0.370256074,1431.37
2342,0.098284083,0.246620435,1425.76
2343,0.165481135,0.167239537,1428.81
2344,0.21271582,0.143065681,1424.88
2345,0.197363835,0.073586573,1469.49
2346,0.18938839,0.018112018,1507.46
2347,0.179496919,0.00031243,1590.88
2348,0.167535665,0,1687.02
2349,0.120828595,0,1688.39
2350,0.087616583,0,1514.81
2351,0.0833549,0,1303.06
2352,0.053684437,0,1211.18
2353,0.05871099,0,1301.78
2354,0.07726313,0,1305.72
2355,0.11937123,0,1310.35
2356,0.121050624,0,1359.3
2357,0.118718909,0,1471.41
2358,0.140520438,0.019304244,1699.08
2359,0.117254544,0.305748249,1950.14
2360,0.070815063,0.813205466,2148.59
2361,0.025144495,0.938270157,2252.06
2362,0.005521548,0.943785975,2285.58
2363,0.007579197,0.923355802,2315.71
2364,0.018566402,0.910502966,2321.38
2365,0.032470217,0.911432548,2207.25
2366,0.062167118,0.926788005,2098.44
2367,0.097126541,0.873022896,2009.73
2368,0.121382513,0.695805503,1974.15
2369,0.110052832,0.483389133,1956.58
2370,0.130990187,0.141142069,1939.98
2371,0.156664499,0.007018086,1968.37
2372,0.238933313,0,1974.69
2373,0.242946857,0,1915.15
2374,0.206325556,0,1698.72
2375,0.168627444,0,1514.15
2376,0.201758278,0,1401.25
2377,0.181249704,0,1315.69
2378,0.132047587,0,1304.51
2379,0.037204477,0,1311.36
2380,0.016459885,0,1358.79
2381,0.014751424,0,1472.25
2382,0.018142416,9.36E-05,1699.27
2383,0.034043342,0.014222691,1949.53
2384,0.02796972,0.064168729,2148.92
2385,0.022026053,0.132848099,2273.49
2386,0.006683625,0.194658748,2334.52
2387,0.011949563,0.268454906,2301.44
2388,0.058598512,0.452294198,2280.07
2389,0.165260903,0.441725531,2209.09
2390,0.257070225,0.437086068,2074.18
2391,0.328731338,0.417711423,2005.53
2392,0.424767655,0.468034974,1982.84
2393,0.448599257,0.462029225,1980.03
2394,0.342547924,0.141130425,1933.06
2395,0.543605955,0.006541562,1960.36
2396,0.698730253,0,1972
2397,0.738293706,0,1906.19
2398,0.733478898,0,1709.52
2399,0.730583571,0,1498.12
2400,0.745580272,0,1394.17
2401,0.743341682,0,1309.99
2402,0.749310604,0,1295.38
2403,0.755740033,0,1311.28
2404,0.776641498,0,1359.97
2405,0.790488996,0,1462.73
2406,0.787182521,0.004243522,1678.42
2407,0.773093089,0.093322332,1971.85
2408,0.781868382,0.154650753,2152.59
2409,0.783657886,0.16310307,2291.72
2410,0.775208679,0.388984129,2328.89
2411,0.780784875,0.666671736,2363.58
2412,0.742370158,0.745647491,2351.54
2413,0.761809861,0.752213572,2285.37
2414,0.760664304,0.754668934,2140.45
2415,0.789159974,0.794867524,2029.44
2416,0.796853928,0.743757374,1979.78
2417,0.800495753,0.60334471,1998.85
2418,0.804962888,0.203565113,1964.11
2419,0.805607283,0.01054953,1966.17
2420,0.805246514,0,1940
2421,0.805360635,0,1904.94
2422,0.805730848,0,1703.88
2423,0.805529214,0,1506.1
2424,0.805618427,0,1381.19
2425,0.80405951,0,1311.25
2426,0.756599021,0,1288.91
2427,0.6448706,0,1297.75
2428,0.613750595,0,1364.71
2429,0.446095233,0,1481.15
2430,0.462526193,0.005029399,1687.69
2431,0.659796651,0.050784979,1972.02
2432,0.662602274,0.089076248,2169.75
2433,0.626526242,0.155362157,2261.67
2434,0.484430357,0.209227361,2333.49
2435,0.334296345,0.127119441,2372.91
2436,0.385078555,0.250890209,2379
2437,0.351294543,0.254543142,2312.33
2438,0.480113276,0.208211582,2172.41
2439,0.502629543,0.253782462,2070.94
2440,0.543171866,0.121303787,2010.94
2441,0.601436405,0.05293195,2031.86
2442,0.664373037,0.024099094,2008.55
2443,0.60309206,0.000697109,2045.04
2444,0.771955826,0,2016.02
2445,0.789593458,0,1964.87
2446,0.803851517,0,1745.84
2447,0.805774377,0,1534.71
2448,0.805869926,0,1403.91
2449,0.804878863,0,1323.22
2450,0.795541204,0,1301.44
2451,0.784569777,0,1310.96
2452,0.778854205,0,1378.29
2453,0.796133554,0,1487.38
2454,0.785272581,0.005108322,1733.43
2455,0.70966657,0.035665852,2029.37
2456,0.782425456,0.120950424,2243.49
2457,0.800191866,0.152281818,2363.86
2458,0.776238355,0.162547724,2450.65
2459,0.776758966,0.161582786,2547.64
2460,0.72643772,0.225206749,2670.81
2461,0.68121019,0.237848884,2717.3
2462,0.574996549,0.196408088,2743.88
2463,0.41627276,0.241432448,2762.61
2464,0.23706125,0.171768729,2830.11
2465,0.091700792,0.082530084,2837.26
2466,0.066569631,0.004074525,2669.13
2467,0.103683892,6.37E-05,2477.98
2468,0.091042685,0,2312.29
2469,0.112289743,0,2230.48
2470,0.119681549,0,2053.61
2471,0.086657222,0,1750.84
2472,0.127890575,0,1598.94
2473,0.224483713,0,1472.13
2474,0.258407249,0,1377.45
2475,0.226943874,0,1352.24
2476,0.26716362,0,1349.78
2477,0.368081327,0,1379.43
2478,0.557527467,0.015039151,1468.27
2479,0.666631107,0.279845207,1620.3
2480,0.604540066,0.829009414,1818.63
2481,0.588474302,0.921465637,1991.32
2482,0.476814689,0.951537238,2099.45
2483,0.423155459,0.93562832,2190.15
2484,0.356960883,0.909430505,2214.02
2485,0.295964089,0.81557343,2256.75
2486,0.252311587,0.766070953,2339.66
2487,0.216684848,0.817177124,2379.23
2488,0.199823662,0.89185679,2337.29
2489,0.184243068,0.776999147,2192.04
2490,0.155072405,0.352219917,2031.34
2491,0.145428061,0.023815109,1953.17
2492,0.203421262,0,1934.05
2493,0.359759518,0,1884.89
2494,0.454882375,0,1685.91
2495,0.622579071,0,1410.94
2496,0.783771092,0,1306.97
2497,0.779085971,0,1181.24
2498,0.734202687,0,1158.18
2499,0.685312138,0,1143.31
2500,0.685764049,0,1156.1
2501,0.718348336,0,1235.23
2502,0.753366584,0.033978109,1230.86
2503,0.713424229,0.382041638,1281.24
2504,0.702415593,0.689639083,1395.07
2505,0.685362149,0.718216921,1448.09
2506,0.651880349,0.558672627,1435.61
2507,0.585522579,0.539478055,1447.46
2508,0.518032427,0.586849706,1435.56
2509,0.463385095,0.694954271,1427.7
2510,0.443905546,0.862113602,1433.57
2511,0.476832326,0.823687861,1439.21
2512,0.529351714,0.607758853,1430.05
2513,0.558405313,0.231110085,1467.96
2514,0.610677862,0.059724892,1528.3
2515,0.598573687,0.00465824,1597.33
2516,0.616920013,0,1687.87
2517,0.666272445,0,1685.06
2518,0.693799174,0,1501.33
2519,0.715394999,0,1300.24
2520,0.744068484,0,1208.77
2521,0.769003605,0,1298.57
2522,0.78202593,0,1311.81
2523,0.784760844,0,1318.63
2524,0.79430296,0,1378.91
2525,0.797650993,0,1480.93
2526,0.801129121,0.005987679,1691.74
2527,0.798025033,0.054270539,1963.48
2528,0.803655463,0.163007024,2190.85
2529,0.805483627,0.167154765,2296.22
2530,0.805368365,0.202308238,2305.16
2531,0.805174303,0.278842563,2294.66
2532,0.805885641,0.237314941,2301.54
2533,0.805886671,0.17580912,2233.71
2534,0.805886671,0.128218717,2094.19
2535,0.805558526,0.13810982,2018.09
2536,0.78988695,0.078939395,1984
2537,0.781628202,0.042570207,1991.25
2538,0.729214205,0.0248428,1969.51
2539,0.611577643,0.001369952,1940.79
2540,0.46641104,0,1948.45
2541,0.276071085,0,1920.65
2542,0.061222443,0,1730.38
2543,0.017967984,0,1525.86
2544,0.017967984,0,1405.25
2545,0,0,1321.51
2546,0.043148335,0,1302.46
2547,0.088837759,0,1314.62
2548,0.462303054,0,1356.32
2549,0.642886525,0,1474.58
2550,0.779633256,0.035870866,1664.1
2551,0.793236238,0.455943503,1944.11
2552,0.76839239,0.751880811,2173.8
2553,0.772905181,0.405130312,2272.62
2554,0.785249847,0.840181982,2295.69
2555,0.792953032,0.987812316,2314.02
2556,0.791972053,0.971757083,2311.24
2557,0.786779184,0.970489917,2217.04
2558,0.799818835,0.9849173,2088.98
2559,0.80146646,0.991222537,1995.06
2560,0.804448475,0.966321681,1940.4
2561,0.80042003,0.830845666,1966.97
2562,0.785721272,0.375348886,1937.16
2563,0.773742732,0.023706229,1918.78
2564,0.802397249,0,1938.24
2565,0.805886671,0,1898
2566,0.80575992,0,1688.92
2567,0.760217138,0,1508.71
2568,0.495469312,0,1407.11
2569,0.764656014,0,1326.62
2570,0.780038428,0,1310.41
2571,0.671489345,0,1325.08
2572,0.70817933,0,1366.79
2573,0.74761013,0,1474.06
2574,0.773628954,0.028291766,1678.27
2575,0.759890549,0.26582179,1945.79
2576,0.629249586,0.629594622,2149.82
2577,0.555518704,0.791748741,2250.76
2578,0.55383551,0.853216606,2302.02
2579,0.439013487,0.854055324,2301.06
2580,0.304139237,0.822327693,2285.67
2581,0.283176067,0.599996235,2226.86
2582,0.240837576,0.414025499,2099.43
2583,0.533054771,0.390321957,2033.92
2584,0.658165249,0.42494966,2027.99
2585,0.620810267,0.226354568,2054.22
2586,0.607461405,0.133510577,2001.42
2587,0.606447912,0.007635315,1988.09
2588,0.669822431,0,1973.51
2589,0.691582249,0,1926.26
2590,0.73740828,0,1710
2591,0.194324719,0,1497.57
2592,0.165360073,0,1388.46
2593,0.279582324,0,1315.1
2594,0.467917738,0,1278.35
2595,0.584124338,0,1292.3
2596,0.477076761,0,1363.61
2597,0.332031003,0,1475.41
2598,0.230189828,0.003781355,1687.63
2599,0.181370814,0.042655302,1972.4
2600,0.074234385,0.091002948,2154.82
2601,0.026036547,0.147942408,2257.22
2602,0.032719994,0.261661407,2322.18
2603,0.066492594,0.32915564,2316.61
2604,0.090379578,0.452115694,2290.13
2605,0.081511834,0.399069278,2208.28
2606,0.099474153,0.292535576,2102.01
2607,0.163146921,0.176935111,1993.32
2608,0.356369138,0.174542774,1939.23
2609,0.48499884,0.135331006,1962.48
2610,0.598877731,0.06121728,1961.52
2611,0.639869017,0.00268492,1952.85
2612,0.606434107,0,1927.82
2613,0.548725744,0,1893.92
2614,0.656837089,0,1727.55
2615,0.623737718,0,1540.8
2616,0.615202624,0,1436.18
2617,0.609551648,0,1341.63
2618,0.62116717,0,1310.11
2619,0.690108367,0,1315.12
2620,0.678595097,0,1360.91
2621,0.687928723,0,1475.65
2622,0.673112667,0.003828785,1681.36
2623,0.671290789,0.021415673,1957.27
2624,0.61374319,0.060719999,2162.35
2625,0.456837875,0.142925425,2253.76
2626,0.350116711,0.195497975,2351.44
2627,0.243860865,0.263435687,2316.45
2628,0.132948751,0.365302983,2323.69
2629,0.015213208,0.45871209,2232.69
2630,0.019528341,0.61139487,2108.87
2631,0.048802016,0.653355988,2015.54
2632,0.077694497,0.640469404,1974.25
2633,0.057266512,0.679460917,2005.89
2634,0.186877847,0.307637414,1989.51
2635,0.318771227,0.022622568,1954.28
2636,0.43509778,0,1956.17
2637,0.50736914,0,1904.66
2638,0.459200572,0,1683.94
2639,0.623930203,0,1495.32
2640,0.657019353,0,1390.74
2641,0.781320525,0,1268.08
2642,0.800207202,0,1224.39
2643,0.791570506,0,1232.64
2644,0.798341953,0,1244.97
2645,0.797052595,0,1265.99
2646,0.797180001,0.047775822,1341.01
2647,0.800384838,0.375869111,1406.45
2648,0.793479702,0.709130668,1539.82
2649,0.780862433,0.655056378,1605.77
2650,0.751024896,0.757900778,1620.29
2651,0.781568858,0.905353986,1645.99
2652,0.778005661,0.96664208,1655.88
2653,0.789081125,0.989746236,1653.03
2654,0.803788166,0.996249563,1701.58
2655,0.805604559,0.997536062,1758.02
2656,0.805284496,0.991510974,1787.27
2657,0.805058796,0.902397062,1881.12
2658,0.805292471,0.483002685,1911.89
2659,0.785675478,0.050498771,1877.75
2660,0.782244844,0,1920.67
2661,0.795630034,0,1906.91
2662,0.765226213,0,1691.24
2663,0.698308059,0,1440.02
2664,0.668239046,0,1325.12
2665,0.632346883,0,1184.23
2666,0.58686049,0,1147.76
2667,0.450236568,0,1143.54
2668,0.375556123,0,1151.92
2669,0.31786165,0,1213.55
2670,0.272677421,0.100513056,1169.65
2671,0.273272572,0.476047198,1234.77
2672,0.168673926,0.38254084,1412.9
2673,0.166769357,0.575246475,1540.32
2674,0.14084115,0.774786872,1555.05
2675,0.14114592,0.655667557,1559.51
2676,0.102310597,0.574543585,1595.73
2677,0.115353352,0.469536409,1643.27
2678,0.226270389,0.363807821,1689.95
2679,0.275881109,0.37375009,1723.77
2680,0.306826703,0.481830704,1748.51
2681,0.301988406,0.396654885,1757.57
2682,0.259217773,0.090887719,1771.04
2683,0.232577804,0.007788065,1735.99
2684,0.197316177,0,1766.54
2685,0.235397974,0,1716.31
2686,0.326415195,0,1508.2
2687,0.378774241,0,1290.31
2688,0.406675809,0,1172.95
2689,0.40670098,0,1244.7
2690,0.506577061,0,1257.61
2691,0.674612531,0,1275.6
2692,0.69999942,0,1347.33
2693,0.783768993,0,1451.21
2694,0.798795016,0.002976101,1663.69
2695,0.803929163,0.02602045,1964.95
2696,0.80390819,0.043249452,2219.31
2697,0.805493354,0.050830782,2384.79
2698,0.805282147,0.120500465,2463.02
2699,0.805852851,0.106589665,2509.31
2700,0.805408182,0.126127002,2532.71
2701,0.801354951,0.332457235,2491.41
2702,0.795549139,0.31920934,2425.81
2703,0.783250834,0.219627301,2326.82
2704,0.768644678,0.079663,2249.11
2705,0.765633083,0.099120186,2222.49
2706,0.763770018,0.187256658,2135.91
2707,0.769041722,0.016315441,2083.21
2708,0.768771979,0,2035.65
2709,0.782776967,0,1954.38
2710,0.796409575,0,1722.92
2711,0.80060959,0,1496.29
2712,0.80254761,0,1393.7
2713,0.79279553,0,1308.06
2714,0.790958151,0,1274.44
2715,0.796365773,0,1282.33
2716,0.79854529,0,1352.97
2717,0.772669436,0,1452.17
2718,0.747817962,0.073967184,1657.76
2719,0.696865703,0.282936321,1986.04
2720,0.585118484,0.362945901,2247.09
2721,0.28625521,0.3675602,2431.86
2722,0.137800952,0.37566914,2515.66
2723,0.128807039,0.791033333,2576.42
2724,0.114131235,0.870594171,2598.85
2725,0.097961927,0.706824426,2525.9
2726,0.132302358,0.442414293,2401.32
2727,0.206631002,0.584829741,2296.12
2728,0.284020991,0.198539376,2219.67
2729,0.424163247,0.30097441,2210.31
2730,0.46940223,0.112627162,2130.8
2731,0.504051511,0.00774984,2059.44
2732,0.414867471,0,2062.52
2733,0.173149838,0,1984.41
2734,0.178485456,0,1753.9
2735,0.1627615,0,1512.41
2736,0.105134267,0,1402.3
2737,0.061801517,0,1330.1
2738,0.012737495,0,1286.7
2739,0.002105591,0,1295.29
2740,0.027600655,0,1365.32
2741,0.067880038,0,1471.1
2742,0.123799642,0.029926177,1697.56
2743,0.140468675,0.041790203,1995.01
2744,0.099893033,0.076011317,2201.64
2745,0.083163607,0.131570865,2313.78
2746,0.036835874,0.203731588,2363
2747,0.03508964,0.31242282,2381.23
2748,0.056523893,0.54041874,2386.31
2749,0.084186226,0.676009261,2307.56
2750,0.115863638,0.850769223,2194.97
2751,0.170868208,0.868924874,2073.98
2752,0.160509039,0.834377762,2005.68
2753,0.201779008,0.54434841,2008.4
2754,0.289835707,0.227403318,1986.41
2755,0.30348336,0.020155943,1996.14
2756,0.335481316,0,1990.72
2757,0.414674946,0,1983.51
2758,0.366620831,0,1766.26
2759,0.309360229,0,1543.65
2760,0.357625212,0,1395.21
2761,0.570597476,0,1323.89
2762,0.612303083,0,1285.18
2763,0.622385907,0,1301.46
2764,0.699912109,0,1381.98
2765,0.758329259,0,1482.91
2766,0.760334508,0.090009758,1727.94
2767,0.782678748,0.496839429,2039.67
2768,0.790494201,0.766558022,2281.1
2769,0.777987461,0.865334035,2433.97
2770,0.775751661,0.907989227,2493.42
2771,0.777749955,0.905896322,2522.92
2772,0.772338128,0.899393387,2580.5
2773,0.782142743,0.904879244,2533.34
2774,0.793812728,0.914204828,2438.36
2775,0.795816044,0.919088056,2414.74
2776,0.80058341,0.785559793,2422.2
2777,0.803575198,0.692754292,2492.66
2778,0.805802375,0.431839671,2497.92
2779,0.805886671,0.051669337,2361.84
2780,0.805886671,0,2291.21
2781,0.805886671,0,2175.9
2782,0.805886671,0,1896.43
2783,0.805886671,0,1615.19
2784,0.803164941,0,1454.39
2785,0.803265581,0,1375.87
2786,0.804076488,0,1333.81
2787,0.801386136,0,1329.39
2788,0.795650623,0,1391.12
2789,0.765910025,0,1503.93
2790,0.771795146,0.037101725,1705.76
2791,0.769889029,0.153262082,2023.71
2792,0.735052211,0.473852943,2219.05
2793,0.758972723,0.633849637,2313.07
2794,0.67648959,0.696740314,2368.33
2795,0.670377066,0.612113709,2358.73
2796,0.693965902,0.584708433,2331.11
2797,0.773460099,0.663652713,2257.07
2798,0.77031126,0.605860599,2132.78
2799,0.791875466,0.585543135,2039.51
2800,0.805280246,0.51878654,1981.21
2801,0.805886671,0.3500021,1990.07
2802,0.805886671,0.243165058,1978.92
2803,0.805886671,0.025349537,1999.95
2804,0.805886671,0,1973.37
2805,0.805886671,0,1920.44
2806,0.792724185,0,1718.71
2807,0.792724154,0,1525.25
2808,0.792365254,0,1400.62
2809,0.792365254,0,1262.58
2810,0.792622382,0,1208.25
2811,0.746951908,0,1212.39
2812,0.699732681,0,1243.89
2813,0.629547207,0,1275.08
2814,0.557225043,0.014885056,1331.57
2815,0.546280361,0.068974243,1444.66
2816,0.544336245,0.226451567,1582.02
2817,0.546023927,0.289036569,1638.54
2818,0.526307645,0.490517051,1703.87
2819,0.525110472,0.471270275,1772.19
2820,0.471902767,0.441383186,1800.16
2821,0.377730502,0.238036321,1833.61
2822,0.397672196,0.117551081,1874.21
2823,0.42141497,0.426461579,1934
2824,0.389710755,0.510767332,2000.26
2825,0.504023664,0.308151219,1989.39
2826,0.602087179,0.148568176,2002.73
2827,0.728959444,0.019912797,1954.71
2828,0.730655418,0,1976.14
2829,0.757615556,0,1904.26
2830,0.745866434,0,1693.21
2831,0.759436077,0,1457.82
2832,0.70888841,0,1327.37
2833,0.589655062,0,1190.53
2834,0.558003065,0,1163.81
2835,0.587473331,0,1138.98
2836,0.438914775,0,1147.63
2837,0.25699476,0,1215.2
